,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,3,2,2,2,2,3,3,2,1,1,1,2,1,2,2,1,2,1,2,2,3,2,2,1,0,1,1,1,1,1,1,2,3,2
1,0,0,0,3,2,1,1,2,2,2,3,3,1,2,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,3,0,0,0,0,0
2,0,2,3,1,2,2,2,2,2,1,3,0,2,3,2,2,2,0,1,3,2,2,2,2,2,3,3,2,1,2,1,3,1,2,2
3,0,0,0,2,2,2,1,2,2,2,2,2,3,1,2,0,2,2,1,2,2,1,2,2,1,2,2,0,2,1,2,2,2,2,2
4,0,0,0,0,0,0,0,3,2,1,2,2,3,1,3,3,3,2,3,2,2,3,1,1,2,2,2,1,2,2,1,0,1,1,2
5,1,3,3,2,2,3,2,2,1,2,2,2,1,2,1,3,3,3,2,3,2,2,3,2,3,2,1,2,2,0,1,3,2,2,2
6,0,0,0,0,0,3,3,3,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,1,2,3,3,3,1,3,2,3,3,1,2
7,2,2,2,2,1,2,3,2,3,1,2,3,2,1,2,2,2,2,3,2,3,1,3,3,1,2,2,3,3,3,1,3,1,1,2
8,1,2,2,1,3,1,2,2,2,3,2,0,2,3,3,2,3,1,1,1,3,3,3,3,2,2,3,1,1,0,3,2,3,2,2
9,1,1,2,2,3,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,2,2,3,3,2,0,2,1,1,2,3,2
10,1,3,3,2,2,2,2,1,1,1,1,2,3,3,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2
11,2,2,3,2,3,3,3,1,2,2,3,2,2,2,1,2,3,2,2,2,2,3,2,1,1,1,3,2,1,3,2,2,2,1,2
12,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0
13,1,2,1,2,1,1,2,1,2,2,1,1,2,0,2,3,3,1,2,2,1,1,2,2,3,2,2,2,1,1,2,1,1,1,2
14,2,2,2,2,1,2,2,1,2,2,1,2,1,3,2,2,1,2,2,1,2,2,2,2,3,2,2,1,0,1,3,2,1,2,2
15,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,3,0,2,1,1,1,1,3,2
16,0,0,0,2,3,3,2,3,3,3,2,2,3,3,2,1,1,2,2,2,3,0,1,2,2,1,3,1,2,2,3,2,3,2,3
17,1,3,2,2,2,1,2,3,1,2,3,3,2,1,1,1,1,2,3,3,2,3,3,3,3,3,2,2,3,2,3,2,2,2,1
18,1,1,2,2,2,2,2,1,2,2,1,2,2,2,0,1,1,3,1,2,0,2,3,2,2,3,3,1,3,2,2,3,2,2,1
19,0,0,0,0,2,3,2,2,2,2,2,2,2,2,1,3,3,2,3,3,2,3,2,2,3,3,0,2,2,3,2,3,3,3,3
20,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,0,1,2,1,2,2,1,0,2,2,1,2,2,2,1,1,3,3
21,0,0,1,2,2,2,0,2,1,2,3,2,2,2,2,2,1,1,2,3,2,2,0,3,3,2,1,3,2,2,2,2,2,1,1
22,0,1,3,2,2,1,2,2,2,3,3,2,1,1,2,3,2,2,2,3,2,3,3,3,2,1,3,3,2,2,2,2,3,3,2
23,0,3,1,2,2,2,3,2,1,2,3,3,2,2,3,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,1,3
24,1,2,2,1,2,2,2,2,2,1,2,3,1,2,2,1,2,0,2,1,3,2,1,0,0,0,0,0,0,0,0,2,2,1,2
25,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,1,2,2,3,3,3,3,3,3,3,2,1,3,2,2,3,2,3,1
26,1,1,1,1,2,3,3,2,2,3,2,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
27,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,3,3,3,3,2,1,2,2,2,1,2,3,3
28,2,3,2,2,2,2,2,2,3,3,3,3,2,1,3,2,0,2,3,2,2,2,3,0,2,1,2,2,2,2,2,3,3,3,3
29,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,1,2,2,2,3,3,3,3,2,2,2,3,1
30,0,2,1,1,1,2,2,2,2,2,1,2,2,3,2,1,2,1,2,3,2,1,2,3,2,1,3,1,2,1,1,2,2,3,2
31,3,3,3,2,2,1,0,0,2,1,2,1,2,2,3,2,2,2,1,2,1,1,1,1,0,2,2,1,2,1,2,2,1,2,2
32,0,0,1,2,2,2,2,2,1,3,2,2,2,1,1,2,1,2,2,1,2,3,2,1,2,2,2,3,3,2,3,2,2,2,0
33,0,2,3,2,2,2,2,2,1,3,2,2,3,3,3,3,2,2,2,3,3,0,2,0,2,2,2,1,2,2,1,2,2,1,2
34,0,0,0,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,0,0,0,1,1,2,3,2,3,2,2,2,1
35,1,1,3,1,0,2,2,2,3,1,2,1,3,3,1,1,2,3,2,3,3,2,3,3,3,2,3,1,2,3,3,3,2,3,2
36,1,1,1,2,2,1,2,1,2,0,0,0,2,3,3,2,2,1,2,2,2,2,1,1,3,2,2,2,2,3,1,2,3,3,3
37,2,3,1,2,3,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,3,2,1,0,1,1,1,2,2,3,2,2,2
38,1,1,2,2,2,2,2,3,2,1,2,3,1,2,3,2,0,2,1,3,3,2,1,2,2,1,3,2,1,2,1,1,2,2,2
39,1,2,3,2,1,2,2,3,3,2,2,1,2,2,2,1,1,2,3,3,2,1,2,3,2,1,2,2,3,3,3,3,3,2,2
40,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,1,1,3,2,3,2,3,2,3,2,2,2,2,3,2,2,3,2,1
41,0,0,0,0,0,0,0,2,3,2,2,3,3,3,2,1,2,3,3,3,2,3,3,3,3,2,1,2,2,3,3,2,3,3,2
42,1,2,3,2,2,2,1,2,2,1,3,2,0,2,3,2,2,3,3,2,2,2,1,2,2,2,3,1,2,2,2,2,3,1,1
43,0,1,2,2,1,2,2,3,2,2,0,0,2,1,3,2,2,3,3,2,2,2,2,2,1,2,1,2,1,2,1,3,3,2,0
44,3,2,3,2,1,1,2,2,1,1,2,0,2,2,2,2,2,1,2,3,2,3,3,2,1,2,2,2,2,1,1,2,1,2,2
45,1,2,1,3,2,1,1,1,2,2,0,2,3,1,2,3,2,3,2,2,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1
46,2,2,3,3,2,3,2,2,2,2,1,2,3,1,2,1,2,2,2,2,1,3,2,3,1,2,3,2,2,3,3,1,3,1,2
47,0,1,2,2,2,2,2,0,2,1,2,1,3,3,2,2,2,2,2,2,2,3,1,2,2,2,3,1,1,1,2,2,2,2,1
48,1,2,1,1,2,1,3,2,3,0,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,1,3,2,3,2,2
49,1,2,2,1,2,2,2,2,3,3,3,1,2,2,3,2,2,1,2,1,2,2,3,2,2,3,2,2,2,2,2,2,1,1,2
50,1,2,3,3,3,2,2,2,2,2,2,3,2,3,3,2,3,1,2,1,3,2,1,1,2,3,3,3,2,3,2,2,3,1,2
51,0,0,0,0,0,0,0,0,2,3,2,3,3,3,3,3,2,2,3,3,3,2,1,1,3,2,3,2,3,1,1,3,2,2,2
52,1,1,2,2,2,2,2,3,2,1,1,2,0,0,2,1,3,3,2,1,3,2,1,2,1,1,2,3,2,2,2,1,2,1,2
53,0,1,1,3,3,3,2,3,1,2,1,3,2,2,2,2,2,3,3,2,1,2,2,2,3,3,2,3,1,1,2,2,2,2,3
54,2,2,3,3,1,2,3,1,2,2,2,0,2,2,2,2,2,3,2,0,0,0,0,0,3,3,3,2,2,1,2,2,2,2,1
55,1,2,2,2,2,2,2,3,2,3,3,1,2,3,2,1,1,2,1,2,2,0,2,2,1,2,2,2,2,2,3,3,2,1,3
56,0,0,0,0,0,0,0,0,2,3,1,1,3,2,1,2,2,2,1,2,2,2,3,3,3,2,1,3,3,3,1,2,3,2,3
57,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1
58,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,3,3,2,3,3,2,2,1,2,2,2,1,2,1,1,1,0,0,0
59,1,2,1,2,3,3,3,2,2,2,2,2,3,2,2,3,3,3,1,2,1,3,3,2,2,2,2,2,3,3,2,2,1,2,1
60,2,3,0,0,0,2,2,2,1,2,2,2,2,1,2,2,3,3,0,2,2,3,2,3,1,3,3,3,2,3,2,2,0,3,3
61,1,3,3,2,2,1,2,2,3,3,3,3,2,1,2,2,2,3,3,2,2,3,1,1,1,2,2,2,2,2,2,2,2,1,2
62,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,3,2,2,3,3,1,3,2,2,2,3,2,3,1,1,3,2,2,2,3
63,1,1,2,1,0,2,2,0,2,2,1,3,2,2,3,3,2,1,3,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2
64,2,2,1,2,3,2,3,3,3,2,1,3,3,2,3,3,1,2,2,1,2,1,2,3,2,2,2,2,2,2,3,3,0,2,3
65,2,2,1,3,2,3,2,2,3,2,1,3,3,2,2,2,2,2,3,1,2,2,2,2,3,3,1,3,3,3,2,2,2,3,3
66,1,2,2,2,2,0,2,1,2,3,2,1,1,2,1,2,2,2,3,2,3,2,1,2,3,2,2,2,2,3,3,2,1,1,2
67,0,0,0,1,2,1,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,0,2,1
68,0,0,2,2,2,2,3,2,2,2,3,2,2,0,1,3,2,2,0,2,1,2,3,2,2,3,2,1,1,2,3,1,2,1,3
69,0,1,2,2,1,2,0,0,0,0,0,0,0,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2
70,1,2,2,0,1,2,3,1,2,1,2,1,3,2,2,2,2,1,1,2,3,2,2,3,2,2,1,2,2,2,3,2,2,0,3
71,2,2,1,2,2,2,2,2,2,1,2,2,2,1,0,2,2,2,1,0,0,0,0,0,2,2,3,2,1,1,2,2,2,2,2
72,0,0,1,3,2,2,3,2,2,2,2,2,3,2,3,3,2,3,2,2,3,2,0,2,2,2,2,2,3,2,2,2,1,1,3
73,2,2,2,2,3,2,1,1,2,2,2,2,3,2,1,1,2,2,2,2,2,3,1,1,2,3,2,2,1,2,2,2,1,0,0
74,0,0,0,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,0,1,2,1,1,1,1,1,3,2
75,2,2,2,1,2,2,2,1,1,3,3,2,2,2,2,2,1,2,2,2,3,2,3,3,1,3,2,1,1,2,1,3,3,2,1
76,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,2,2,2,2,3,3,2,2,1,1,2,2,1,3,2,2,2,1,2,2
77,2,2,1,3,3,2,2,1,2,2,2,3,2,2,2,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,2,0,2,3
78,2,2,2,2,2,3,2,1,3,3,0,2,2,3,1,3,2,1,3,2,1,3,3,1,2,2,3,1,2,2,1,1,3,1,1
79,2,1,2,1,1,2,2,1,0,2,2,2,2,0,3,3,2,2,1,3,2,3,2,3,1,3,3,1,3,1,0,0,0,0,0
80,0,0,0,3,2,1,2,2,2,2,2,2,1,2,0,1,1,1,2,3,2,2,2,2,2,3,3,2,3,1,1,1,3,2,2
81,0,2,3,1,2,1,1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
82,1,2,2,3,2,3,3,3,2,2,3,1,2,2,3,2,0,2,3,1,3,2,2,2,2,1,3,2,3,2,3,3,2,1,3
83,0,0,0,2,1,2,2,1,2,3,2,2,1,1,0,2,2,2,2,2,3,3,2,3,2,2,1,2,2,0,2,1,3,1,2
84,2,2,2,1,2,3,2,2,2,3,3,3,3,2,2,2,1,2,2,2,2,3,2,2,3,2,1,3,2,2,2,0,1,1,2
85,0,2,2,2,2,3,3,3,2,3,2,3,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,0,1,2,0,2,2
86,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2,3,3,2,2,1,1,2,2,3,3,2,3,2,3,2,2,2,0,0,2
87,2,1,3,2,2,2,2,1,1,3,1,0,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,1,0,2,2,1,2,2,2
88,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,2,3,0,2,3,2,1,2,3,2,3,3,3,1,2,3,3,2,2
89,2,3,2,2,2,2,1,3,1,3,1,2,2,1,2,0,0,1,3,1,2,3,1,1,2,2,1,2,2,3,3,2,2,2,3
90,1,3,3,3,2,1,2,1,2,3,3,2,3,3,3,2,2,2,2,3,1,3,3,2,3,1,2,3,2,3,2,2,1,3,2
91,0,0,0,0,0,0,0,0,2,2,2,3,3,3,2,3,2,2,1,1,1,1,1,3,1,3,2,3,2,2,3,2,2,3,0
92,1,1,2,3,1,2,1,2,0,2,2,2,2,2,2,1,2,2,3,2,2,3,1,1,2,1,2,3,2,1,1,3,3,2,1
93,0,2,2,3,2,2,2,2,3,3,1,2,2,1,2,2,1,2,2,1,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2
94,0,2,2,1,2,2,1,1,2,1,2,1,1,2,3,3,1,3,2,2,2,1,2,3,3,1,0,1,1,1,1,2,1,2,2
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,3,3,2,3,2,0,1,2,3,3,2,1,1,3
96,2,2,3,2,2,2,2,2,2,2,1,0,2,2,2,3,3,2,3,3,3,2,1,2,1,1,3,1,0,3,3,2,2,3,3
97,1,1,2,1,2,3,2,2,1,1,2,2,2,1,0,2,3,3,1,1,2,3,2,2,3,2,2,2,1,1,0,2,2,3,2
98,2,3,1,2,2,2,2,0,0,0,0,2,2,1,2,3,1,1,1,2,3,2,2,3,2,2,3,0,2,1,1,1,2,1,2
99,1,2,2,2,2,2,3,2,2,2,2,1,3,3,3,2,2,2,2,3,1,2,3,2,3,1,1,3,1,2,2,3,1,1,2
100,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,3,2,2,1,2,2,1,2,2,2,2,0
101,0,2,2,2,1,3,2,1,2,2,1,2,3,2,1,1,2,2,3,1,2,1,1,2,2,0,0,0,0,1,2,1,1,1,3
102,1,2,2,2,1,1,0,3,2,3,2,3,2,2,2,1,2,2,1,3,2,2,2,2,3,2,2,2,3,1,3,1,2,2,2
103,0,0,0,0,0,2,3,2,3,3,3,2,2,2,1,2,0,2,2,3,2,2,3,3,3,3,2,2,2,0,3,2,3,2,3
104,2,3,1,2,2,2,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,2,2,2,3,3
105,0,2,3,2,1,2,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
106,0,0,2,2,3,2,1,2,2,2,3,2,3,1,2,2,2,2,3,3,3,2,1,2,3,3,2,2,3,2,2,1,2,2,3
