,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,2,2,2,2,2,2,3,3,1,2,2,3,2,2,0,2,2,0,0,0,0,0,1,3,2,2,1,1,3,3,2
1,3,2,3,2,3,3,2,2,1,1,1,2,2,2,1,2,2,1,0,1,2,3,3,3,2,3,1,0,2,1,2
2,0,1,3,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2
3,2,3,2,2,2,0,2,1,1,2,1,2,2,2,2,1,2,1,3,2,3,2,1,2,0,3,3,2,2,2,3
4,2,1,2,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,3,1,2,2,2,1,2,2,1,2,1
5,2,2,0,2,2,2,2,1,2,2,1,0,2,2,2,2,1,3,1,2,0,2,1,3,2,2,2,1,2,2,2
6,3,1,3,0,2,2,2,2,1,2,1,2,1,3,1,1,3,2,2,2,1,2,2,2,2,2,1,3,2,1,1
7,1,3,3,2,2,3,2,3,2,1,3,1,2,2,2,3,2,3,1,2,1,2,2,1,3,3,2,3,3,2,2
8,2,3,2,3,3,2,1,2,3,2,3,2,1,2,2,3,3,2,2,2,3,3,2,1,3,2,3,1,3,3,3
9,2,3,1,3,2,1,3,2,2,2,0,1,3,2,2,2,2,3,1,1,2,3,0,1,2,2,2,2,3,2,1
10,2,1,1,0,0,1,2,2,2,1,2,0,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,0
11,3,1,2,3,2,2,2,3,0,0,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,1,2,0,2
12,2,2,2,3,2,1,2,2,1,1,3,2,2,2,3,2,2,1,2,2,2,3,2,1,0,1,2,0,1,3,3
13,2,1,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1,1,2,2,0,3,2,2,1,1,2,2,3,0
14,2,1,2,3,3,2,1,2,2,3,2,2,1,3,2,2,3,2,2,1,3,2,0,2,2,2,2,3,3,1,2
15,1,2,2,2,2,1,3,2,1,2,2,2,2,2,2,0,2,1,3,2,2,2,2,0,3,3,1,0,0,1,1
16,2,1,1,1,1,2,2,2,1,2,3,1,2,2,1,1,2,2,3,2,2,2,3,3,1,1,2,0,1,1,2
17,3,2,2,1,2,2,2,2,3,1,1,2,2,2,3,3,2,2,2,1,1,2,2,3,1,2,2,3,1,0,2
18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,1
19,3,2,1,2,1,2,2,2,3,2,2,3,3,3,3,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,2
20,0,2,2,3,3,3,2,2,3,3,0,2,2,2,1,3,2,2,3,3,2,2,2,3,3,3,3,3,2,2,1
21,2,2,2,2,2,2,3,1,2,2,3,0,2,2,0,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3
22,0,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,3,2,2,3,3,1,2,2,1,2,2,1,1,2,1
23,0,0,0,0,2,1,2,2,3,3,2,2,3,2,1,2,3,1,1,1,1,2,2,2,1,2,1,2,2,2,3
24,3,2,3,2,3,3,2,1,1,3,2,2,3,1,2,3,2,2,2,2,3,3,2,2,3,1,2,2,2,2,3
25,2,2,2,3,3,2,3,2,2,3,1,3,0,0,0,3,3,2,2,2,1,0,2,3,1,2,3,1,2,2,3
26,2,2,2,2,1,2,2,2,3,2,2,0,3,2,2,3,3,1,2,2,2,3,2,2,3,3,3,2,2,1,2
27,3,3,3,2,3,3,3,2,3,1,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,3,3,2,1,2,2,2,2,2,1,2,2,2,3,3,2,1,3,2,2,2,2,1,3,2,2,1,2,1,2
29,2,1,2,3,2,2,3,2,3,3,2,2,3,1,3,2,1,2,2,3,2,2,3,1,3,3,2,2,2,2,1
30,2,2,3,1,2,2,2,2,1,1,2,1,2,1,1,2,2,0,3,2,2,2,2,2,1,2,2,2,2,2,0
31,2,2,2,2,2,3,2,3,2,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,2,1,3,2,3,3,0
32,1,3,3,3,1,2,2,3,1,0,2,3,3,3,2,2,3,1,2,2,2,0,3,2,2,3,2,3,2,1,1
33,1,1,2,1,2,3,3,2,1,3,2,2,2,1,2,3,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2
34,2,2,2,2,2,1,3,3,2,1,2,1,2,3,2,2,3,1,2,2,3,2,2,3,2,1,2,1,2,1,2
35,2,3,3,1,2,2,3,2,0,2,1,3,2,2,3,2,2,3,1,2,1,2,2,2,1,2,2,0,0,0,0
36,2,1,2,2,2,1,2,1,1,1,1,3,1,1,2,1,2,3,2,2,3,1,2,2,2,2,3,2,2,2,1
37,2,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,3,0,1,1,1,2,0,2,2,2,2,2,3
