,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,2,2,2,2,2,3,3,1,1,3,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,1,2,1,2
1,1,1,3,3,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,3,3,2,1,2,2,3,2,3,1,3,3
2,1,2,3,3,2,3,1,3,3,1,3,2,3,2,3,2,3,1,2,1,0,2,1,1,2,1,2,2,2,2,2,0,2,1,0
3,1,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,3,1,1,0,0,2,2,1,1,3,2,1,0
4,1,2,2,1,3,2,1,3,2,3,2,3,0,0,2,3,1,2,3,2,1,3,2,2,1,1,3,2,2,2,2,2,1,2,2
5,1,3,3,1,1,1,1,1,3,2,3,3,3,3,3,2,3,3,3,2,3,1,2,3,3,0,2,2,1,2,2,2,2,3,2
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,2,2,1,1,2,0
7,2,3,3,2,3,3,2,3,3,2,3,2,1,2,2,3,3,3,2,2,2,2,1,1,2,2,3,1,3,2,3,3,1,3,1
8,0,3,3,2,2,0,2,2,2,2,2,2,2,0,2,0,2,1,2,2,2,2,1,1,2,2,2,3,0,2,3,1,3,2,1
9,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,2,2,1,1,2,3,1,2,1,2,2,1,3,0,0,2,3,3,2
10,0,0,2,2,3,2,3,2,3,2,3,3,2,3,2,2,3,3,3,2,1,2,2,2,3,2,2,3,3,3,3,1,1,1,3
11,1,2,2,2,2,0,2,1,2,2,1,3,1,1,2,2,2,2,2,3,1,1,1,0,3,2,2,2,1,1,3,1,2,2,2
12,2,2,1,2,2,2,3,2,2,1,3,2,0,2,2,1,3,3,2,1,3,3,2,1,0,2,2,2,2,2,3,3,2,3,3
13,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,0,1,1,2,1,2
14,1,1,2,2,2,2,1,3,3,2,3,1,2,2,2,1,2,2,2,0,2,3,2,2,2,2,2,2,1,3,2,3,3,1,3
15,0,0,0,1,2,2,2,3,2,2,1,3,1,1,2,3,0,3,2,2,2,2,1,3,2,3,1,1,2,2,3,1,3,2,1
16,2,2,2,2,1,2,3,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,3,2,3,3,2,3,1,3,3,2,2,2,2
17,2,2,2,3,3,2,0,0,0,0,0,0,2,3,2,3,2,3,2,2,2,3,2,2,2,2,1,1,2,2,2,2,1,2,2
18,0,0,2,2,2,3,3,2,0,0,0,2,2,2,3,1,2,2,2,1,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2
19,1,1,1,2,1,2,2,2,3,2,3,2,2,3,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1
20,1,1,2,2,3,3,2,2,2,3,1,2,2,2,1,2,1,1,2,3,1,1,2,1,2,2,0,2,2,2,3,2,1,2,2
21,0,0,0,0,0,0,2,3,1,3,3,3,2,2,2,2,2,3,3,3,2,0,2,2,2,2,1,3,2,3,3,2,1,3,3
22,1,2,3,2,1,2,1,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,3,3
23,1,3,3,3,2,2,3,3,0,3,3,3,2,1,3,2,1,2,2,2,0,0,0,0,2,0,3,1,2,3,1,3,2,2,2
24,0,0,0,3,3,3,1,2,1,2,2,2,2,2,3,2,2,2,2,3,2,3,1,2,3,2,2,2,2,1,2,1,2,1,2
25,1,2,2,2,3,2,3,3,2,2,1,3,1,3,3,2,2,2,1,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2
26,1,2,2,2,2,2,3,1,1,2,2,2,2,3,2,1,3,3,3,3,2,2,3,1,2,1,2,2,2,2,0,0,0,0,3
27,1,3,2,1,2,1,3,1,3,1,1,2,2,2,2,1,3,2,2,1,1,2,3,2,1,1,1,2,1,0,1,2,0,2,2
28,1,2,2,1,2,1,2,3,0,2,2,2,0,2,3,3,3,3,3,1,2,2,2,2,2,3,1,1,1,3,3,2,1,2,2
29,0,2,2,2,2,3,2,1,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,2,3,2,3,2,1,1,2,2,1,1,2
30,0,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2
31,2,1,2,3,3,3,0,2,2,2,2,3,2,1,1,2,2,2,1,1,2,1,3,2,2,1,1,0,2,2,2,1,3,3,2
32,2,1,2,2,2,1,3,2,2,2,2,2,2,1,2,1,2,3,2,3,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1
33,0,0,0,0,2,3,0,3,3,2,3,3,2,3,3,3,0,0,0,0,2,2,3,2,2,1,2,1,2,1,2,2,1,2,2
34,0,0,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1
