,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,1,1,1,3,2,2,1,0,3,2,1,2,3,3,3,1,3,3,3
1,1,0,0,0,0,0,0,0,0,3,2,1,2,2,3,2,2,3,2,3,2,2,2,2,1,2,2,3,3,3,0,2,1,1,1
2,1,0,0,2,1,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,2,3,2,0,2,0,2,2,2,3,3
3,0,1,3,2,3,2,0,2,2,2,2,1,2,2,1,1,2,1,1,0,2,2,1,2,2,2,2,2,2,3,1,1,1,2,0
4,1,2,2,2,3,2,2,0,3,3,3,1,3,2,2,3,2,3,1,2,1,2,3,3,0,2,3,3,3,2,0,1,2,3,2
5,2,2,3,2,3,2,3,1,1,3,3,1,2,3,1,2,3,2,2,1,3,3,3,3,2,2,2,1,1,3,3,1,3,2,1
6,0,0,0,2,2,2,1,1,2,3,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,0,3,2,1,3,2,2,2
7,1,3,3,1,2,3,3,2,1,1,2,2,2,2,1,2,1,2,3,2,2,2,0,3,3,3,1,2,2,3,2,1,2,3,0
8,0,0,3,2,2,1,3,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,1,2,1,1,0,2,1,3,3,2,3,3
9,2,2,1,1,2,3,3,3,2,3,2,2,2,3,1,2,2,2,2,3,0,1,2,2,2,2,1,2,1,3,2,1,3,1,1
10,1,2,3,3,2,0,2,1,3,2,1,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,0,2,1,2,2,2,2,2,2
11,1,1,2,2,1,1,2,0,2,2,1,2,2,2,0,1,2,2,1,2,2,1,2,1,2,1,2,2,0,2,1,1,1,2,2
12,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,3,2,1,0,0,1,3,0,1,1,2,2,1,2,2,2
13,0,2,3,2,2,2,2,1,2,1,2,0,0,2,1,2,2,2,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,0,2
14,1,2,1,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,2,1,2,3,1,2
15,2,2,2,2,2,3,3,2,2,2,2,1,2,3,1,2,1,1,1,2,2,2,3,3,2,2,2,1,1,2,0,2,1,1,3
16,0,0,0,0,0,0,3,3,0,2,2,2,2,2,2,2,2,2,1,3,3,1,2,0,1,3,2,2,2,2,2,2,1,3,2
17,2,2,2,2,1,2,2,2,1,1,0,1,1,1,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,2
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,3,3,3,3,1,1,1,2,2,2,1,2,3,3,2,2,3,2,2,2,3,2,3,1,1,3,2,2,1,2,1,3,2,3
20,1,2,3,1,3,3,2,2,1,2,3,1,2,2,1,2,2,0,1,1,1,2,2,2,2,1,2,2,2,3,2,2,3,0,2
21,2,3,3,2,2,0,2,0,3,0,3,2,3,1,2,0,2,3,2,1,1,2,0,2,2,2,2,2,2,1,2,2,3,2,2
22,1,2,2,1,1,2,3,2,1,1,0,0,0,1,2,2,2,2,2,2,2,3,2,2,1,1,2,3,2,2,2,2,3,1,3
23,1,3,3,2,1,1,2,2,2,2,2,1,3,2,0,3,3,2,1,2,2,2,2,3,3,2,3,2,2,3,1,1,2,2,2
24,1,2,2,3,1,1,1,2,1,2,3,2,3,2,2,1,2,3,2,2,2,0,1,2,1,2,1,2,2,1,2,1,1,1,1
25,2,2,2,3,1,2,1,2,1,0,1,1,2,1,2,2,2,1,3,1,2,3,2,3,2,2,1,2,3,2,2,2,0,3,3
26,1,3,2,2,3,3,3,3,1,2,2,1,3,3,3,1,2,3,3,2,2,3,2,3,2,2,1,2,2,1,2,1,1,0,2
27,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2
28,1,2,2,2,2,2,1,3,2,3,2,2,1,1,1,2,1,1,2,2,3,0,2,1,2,2,1,3,3,3,3,1,2,2,3
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,3,2
30,0,1,2,2,2,2,1,1,2,2,1,1,2,0,1,1,2,1,1,2,1,1,2,2,2,2,3,2,1,2,2,1,3,3,3
31,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,3,3,2,3,3,1,2,2,0,2,3,2,1,2,1,2,3,2
32,1,2,2,2,3,1,3,1,2,3,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,1,1,2,1,2,2,2
33,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2,1,3,3,1,2,2,1,2,1,1,3,3,2,2,1,2,3,3
34,2,2,1,2,2,2,3,2,3,3,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,2,2,2,2,0,2,1,2,2,2
35,0,0,0,0,0,2,2,3,2,1,2,2,2,2,0,1,2,3,2,1,1,1,2,2,2,2,2,3,2,3,2,1,1,3,1
36,2,2,3,3,2,1,2,2,2,2,1,2,1,2,2,3,3,1,2,3,2,2,3,1,3,2,2,1,1,2,2,1,3,3,2
37,0,0,0,0,0,0,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,1,2,2,2,2,2,3,2,1,3,1,3,2
38,0,0,0,1,3,2,1,3,2,2,2,2,3,1,2,0,2,2,3,3,1,2,2,1,2,1,2,3,0,3,1,0,2,2,2
39,0,0,0,3,2,2,2,3,3,2,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2
40,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,1,2,2,2
41,2,3,2,2,2,3,3,3,2,0,1,2,2,2,3,2,1,2,1,2,2,3,2,2,2,2,0,2,1,2,1,3,1,2,2
42,0,2,2,2,1,2,1,1,3,3,1,3,2,1,2,1,3,2,1,2,2,2,2,3,2,2,1,3,3,3,2,2,1,1,1
43,1,2,2,2,3,2,2,3,2,1,1,2,2,2,0,2,1,3,0,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,2
44,1,2,1,2,2,2,1,2,3,1,3,1,3,2,2,3,1,2,2,2,2,0,1,1,0,2,3,1,2,3,1,2,2,0,2
45,1,3,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,1,1,3,2,2,1,2,2,2,2,3,0,2,2,2,1,1,2
46,2,1,1,3,0,2,3,2,2,2,2,3,3,2,1,1,1,1,1,2,2,3,2,2,1,3,2,2,3,1,2,1,2,1,2
