,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0,0,0,3,3,3,3,2,2,2,2,1,2,2,3,3,3,3,2,3,2,3,0,2,3,3,3,3,1,3
1,2,2,2,1,2,2,2,3,1,2,2,1,2,2,2,2,3,3,2,2,1,3,2,2,2,2,1,3,0,2,2
2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,2,1,2,2,1,3,3,2,1,2,2,3,0
3,2,1,3,2,2,2,2,1,1,2,2,1,2,2,1,3,3,1,3,0,2,1,3,2,2,2,3,2,2,3,2
4,1,3,3,1,2,1,2,0,2,2,3,3,3,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2
5,3,2,0,2,3,2,2,3,3,2,2,2,2,3,0,1,1,1,2,3,2,2,1,3,2,2,3,1,2,1,2
6,3,2,1,1,2,1,2,3,2,3,3,2,2,3,3,3,3,2,1,0,3,2,1,3,3,3,3,1,2,2,3
7,3,2,3,2,2,2,3,3,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,3,1,3,3,2,1
8,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,3,3
9,2,2,3,2,2,2,3,1,2,2,2,3,2,3,1,0,1,3,1,2,2,2,0,2,3,3,1,2,3,1,2
10,1,2,2,2,3,3,3,2,3,1,3,1,2,3,3,2,2,2,2,1,2,1,2,1,3,2,2,3,2,2,1
11,3,3,3,2,1,2,2,2,2,2,3,2,2,2,1,1,2,2,3,3,3,2,3,2,2,2,3,2,0,2,1
12,2,2,2,1,2,2,3,2,2,2,1,1,2,3,2,3,1,2,2,2,1,1,0,2,2,2,2,3,3,1,2
13,3,3,2,2,1,2,1,0,2,2,1,1,1,1,0,1,1,2,2,3,3,2,2,2,2,1,3,1,1,3,2
14,3,2,2,2,3,1,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,1,3,2,3,3,3,2,2
15,3,3,2,2,3,2,2,2,1,1,2,1,1,1,2,3,3,3,2,0,2,2,1,1,2,2,1,1,2,1,0
16,2,2,1,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,2,2,2,3,2
17,2,2,2,2,2,2,1,1,1,3,3,2,2,1,1,3,3,2,1,2,2,2,2,2,1,2,2,3,2,2,3
18,2,3,3,3,2,2,3,2,3,2,2,1,3,3,3,2,2,2,1,3,2,2,3,3,3,2,1,2,3,1,3
19,2,2,2,2,2,3,2,2,1,1,1,2,3,1,1,2,2,2,3,1,2,2,1,3,0,2,1,2,2,2,2
20,0,0,0,0,2,2,2,0,0,2,3,3,1,2,2,3,3,3,2,1,3,3,2,2,2,1,3,3,2,1,2
21,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2,2,1,2,2,2,1,1,2,0,2,2,3,2
22,2,1,2,1,2,3,3,2,1,2,2,1,1,3,1,2,1,1,2,0,1,1,2,2,1,1,2,2,2,2,2
