,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2,3,3,2,2,1,1,2,2,3,1,2,2,2,1,1,3,1,3,3,1,1,2,3,1,1,2,1,3,1,3,2,3,2,2
1,0,0,0,0,2,3,3,1,2,2,2,2,1,2,2,1,3,2,0,1,2,2,3,3,3,2,2,3,2,2,2,1,2,3,2
2,2,2,2,2,2,2,3,3,2,3,2,2,2,1,2,2,3,0,1,1,2,1,2,3,3,2,2,3,1,0,3,3,0,2,2
3,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,3,2,3,2,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,3
4,0,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3,3,2,1,3,1,3,2,2,2,2,3,2,1,2,3,2,1,1,2
5,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,1,2,2,3,3,1,1,1,2,1,3,0,3,3,2,3,1,2,3,1
6,2,3,1,2,1,3,2,2,0,2,0,1,2,1,3,2,2,1,3,2,3,3,1,2,3,3,1,3,1,3,1,2,0,0,0
7,2,2,2,2,2,3,3,0,2,2,2,2,3,2,2,2,1,1,2,1,2,0,2,2,3,3,3,2,2,2,3,2,2,2,3
8,1,2,3,2,3,2,3,1,3,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1
9,1,1,2,1,2,2,3,2,2,3,1,1,2,1,2,3,2,3,1,2,2,2,1,3,2,2,3,1,2,2,2,1,2,2,2
10,1,1,2,2,2,2,1,2,3,1,2,1,2,1,3,3,2,1,1,3,1,1,1,2,2,2,1,3,0,1,1,2,3,2,0
11,0,0,0,3,3,2,2,1,3,3,3,2,2,2,1,3,1,2,2,2,1,1,1,2,3,2,3,2,1,2,2,2,1,1,1
12,0,0,2,2,1,2,2,3,3,2,3,2,3,2,2,1,3,2,3,2,1,3,3,2,2,1,2,2,1,2,2,1,2,1,3
13,1,2,2,2,3,2,1,2,2,3,2,2,2,2,2,1,3,2,1,1,2,0,2,1,1,3,1,1,0,1,1,2,2,3,1
14,2,2,3,0,0,0,3,2,2,1,2,3,2,3,2,2,2,1,2,2,3,3,2,2,1,2,2,1,3,1,2,3,2,2,2
15,1,2,3,2,1,2,1,1,2,1,3,2,2,1,3,2,2,3,3,3,3,2,2,2,1,3,2,2,2,2,2,1,3,1,2
16,1,3,2,1,1,3,3,2,2,3,0,2,2,3,3,2,1,0,3,2,3,2,2,2,0,3,1,2,2,1,3,3,1,3,3
17,1,2,3,2,0,2,2,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,0,1,3,2,0,2,2,1,2,2,2,2,2
18,0,3,3,2,2,2,2,1,2,3,3,2,1,2,3,2,1,2,1,1,0,0,0,3,2,2,1,0,2,3,1,1,2,1,1
19,2,1,2,3,3,1,2,3,1,2,2,1,2,2,3,0,3,2,1,2,1,1,2,1,2,1,2,2,3,2,1,2,2,2,1
20,1,2,2,2,3,3,1,2,3,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,3,1,2,1,3,3,1,1,2,1
21,2,2,1,1,3,2,3,2,3,3,3,1,1,2,1,1,2,1,2,2,0,0,0,2,2,2,2,1,2,2,1,1,0,2,1
22,1,2,3,2,3,2,1,2,2,2,3,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2
23,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,2,1,1,3,2,3,3,2,1,2,2,2,3,2,3,1
24,1,2,1,3,3,2,2,3,3,3,1,1,3,0,1,1,1,2,0,1,0,2,1,1,2,1,3,2,1,2,2,2,2,1,0
25,2,2,1,2,3,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,3,1
26,1,1,2,2,3,3,1,3,2,2,1,1,2,2,1,2,1,1,3,2,2,3,2,1,2,3,2,2,3,3,2,2,2,2,2
27,1,1,2,2,2,2,2,2,2,3,2,2,2,1,3,2,1,2,2,2,2,1,3,1,1,1,0,2,2,2,2,2,2,1,2
28,2,2,2,3,2,1,2,2,2,2,2,3,2,1,1,2,2,3,2,2,2,1,2,2,2,3,3,2,1,2,3,2,2,3,2
29,0,2,2,2,2,2,1,3,3,2,2,2,3,3,2,2,3,1,2,3,3,1,2,2,1,2,3,2,2,2,2,2,2,0,1
30,1,2,2,2,2,1,2,2,2,1,1,3,1,2,2,2,2,2,2,2,3,2,1,2,1,2,3,2,2,2,2,2,1,3,3
31,0,3,2,2,2,2,3,2,2,1,2,1,2,1,2,2,3,1,2,1,2,3,1,3,2,3,3,1,1,2,2,3,2,2,2
32,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,1,2,0,2,2,1,2,2,3,2,2,1,3,2,1,2,2,2,2,2
33,2,2,2,2,3,2,1,2,1,3,2,3,0,2,2,3,2,2,3,2,2,3,2,2,3,0,2,1,1,0,1,1,3,1,3
34,1,2,2,3,3,3,2,2,2,2,3,1,1,3,1,3,3,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2
35,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,1,2,1,1,2,2,2,3,2,2,3,1,2,3,1,2,1,2
36,2,2,1,2,2,3,3,2,0,1,1,2,1,1,2,2,1,1,3,1,2,1,2,2,2,2,2,3,0,3,3,1,3,3,1
37,0,0,0,0,0,3,2,1,3,2,1,1,3,2,2,2,3,2,0,3,2,2,3,3,3,2,2,2,3,1,1,1,2,3,1
38,2,1,2,2,3,2,2,1,2,1,2,3,2,2,2,2,1,3,3,0,1,2,3,3,2,1,1,1,2,3,2,1,2,2,1
39,2,2,2,2,2,3,2,3,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,3,2,3
40,2,3,2,2,1,1,3,2,3,2,2,2,2,3,3,1,2,1,2,2,1,3,2,2,2,2,0,3,3,1,2,2,2,2,3
