,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0,0,0,0,0,1,3,2,2,2,2,2,3,2,2,1,1,2,2,2,3,3,3,3,2,3,2,2,2,3,2,1,2,2,1
1,0,2,2,2,2,2,2,1,1,3,3,1,2,3,3,1,3,3,3,1,1,1,2,2,2,2,3,1,1,2,3,1,2,2,1
2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3,3,3,1,3,2,2,2
3,1,2,3,2,2,2,1,3,3,1,3,0,2,1,0,2,0,3,2,2,3,2,2,3,1,3,3,0,2,2,2,1,2,2,3
4,1,2,2,2,2,3,3,0,0,0,0,2,2,2,2,2,3,3,3,2,3,2,1,3,2,2,2,3,1,1,2,3,2,1,1
5,2,3,3,3,2,2,2,2,2,2,1,2,3,2,0,3,2,2,3,3,2,3,3,1,2,1,2,2,3,2,2,2,2,1,2
6,0,3,1,3,1,2,3,2,3,2,3,1,3,3,3,2,3,2,2,1,2,2,2,2,3,1,2,2,2,1,3,1,3,3,3
7,2,1,3,1,3,2,2,1,3,2,2,2,2,2,2,2,3,2,3,2,2,1,3,2,2,2,3,2,2,2,1,2,2,2,3
8,2,3,1,3,3,2,2,2,2,3,0,3,0,3,3,2,2,2,2,2,1,3,2,2,1,3,2,1,2,2,1,1,2,3,2
9,1,3,1,3,3,3,2,3,3,1,1,2,2,2,2,2,3,3,1,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2
10,0,0,0,2,2,1,3,1,2,3,2,2,2,3,2,1,3,2,2,3,3,3,2,1,2,2,2,2,2,2,1,2,3,1,3
11,0,1,1,1,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,2,2,3,3,1,2,1,2,2,1,2
12,2,2,3,3,1,3,3,2,2,1,1,3,2,2,1,2,3,2,2,3,2,1,1,1,2,3,1,3,2,3,2,3,3,3,2
13,1,1,2,1,1,3,3,2,3,3,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,1,1,2
14,0,2,3,3,2,3,3,2,3,2,2,2,2,2,1,2,2,3,2,2,2,2,3,2,1,2,2,2,1,2,2,3,3,2,2
15,0,0,0,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,1,0,0,0,0,0,0,2,0,2,3,3,2,2,2,3,2
16,1,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,1,2,3,2,3,1,1,0,0,0,0,2,3,3
17,2,2,3,2,3,2,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,3,3,3,2,2,2
18,2,2,2,1,2,2,1,1,2,2,2,1,0,2,2,1,2,2,1,2,2,3,3,1,2,2,1,2,2,3,1,1,2,2,1
19,1,2,2,2,1,2,2,2,2,0,2,2,2,2,2,3,2,3,2,2,2,2,3,1,2,1,3,1,1,1,2,2,2,1,1
20,1,2,2,2,2,3,1,2,2,1,2,1,2,2,1,2,2,0,0,3,2,3,3,2,1,3,2,2,2,2,2,2,3,3,2
21,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,0,2,2,1,2,2,1,1,3
22,1,2,3,2,2,2,3,2,2,1,2,2,3,2,2,3,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,3,2,2,3
23,0,1,3,3,3,3,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,3,3
24,0,2,3,3,1,2,0,1,3,3,2,3,3,3,3,2,3,2,0,0,2,3,1,2,1,3,3,2,2,1,3,3,2,1,2
25,1,2,2,2,2,2,2,2,3,2,1,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,0,1,2,1,2,3,2,3
26,1,3,2,2,3,3,2,2,1,3,1,2,2,1,2,0,2,3,3,3,3,3,1,2,2,3,3,1,3,2,2,2,1,2,2
27,1,3,1,2,2,1,2,1,3,2,3,2,1,3,3,1,1,2,3,2,2,2,1,2,3,2,2,1,2,3,2,2,1,3,2
28,0,0,0,0,2,3,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,3,1,3,2,3
29,1,2,2,2,1,2,3,3,2,3,2,3,3,3,3,2,3,1,0,2,2,1,3,2,1,2,2,3,2,2,2,2,2,2,1
30,3,2,3,2,3,3,1,3,2,2,2,2,3,3,2,2,2,1,3,3,1,3,2,1,2,3,3,2,2,3,2,2,0,0,0
31,0,0,0,0,2,3,3,3,2,3,3,1,2,1,1,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,3,2
32,1,1,2,2,1,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,3
33,0,2,2,0,3,2,2,3,0,1,3,1,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,1,2,3,3,3,2,1,3
