,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2,2,1,3,3,2,3,2,2,1,3,3,2,2,3,1,1,2,1,1,2,0,2,2,2,2,2,1,1,2,2,2,2,1,2
1,1,2,2,1,3,2,3,2,2,2,3,3,3,1,2,2,3,1,1,1,3,2,0,1,2,0,2,3,3,2,2,2,2,3,2
2,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,3,1,2,1,0,1,2,3,2,2,2,2,2,2,1,2,3,2
3,0,0,0,0,0,0,0,0,2,2,2,2,3,3,2,3,2,1,2,3,3,2,1,2,1,2,1,3,3,3,0,3,1,2,1
4,1,3,2,2,2,3,0,0,2,2,2,2,3,2,3,0,0,3,2,3,2,2,2,1,1,2,2,3,3,3,3,3,2,2,3
5,2,2,2,3,3,3,3,3,2,2,0,1,3,3,3,3,1,2,3,1,2,1,1,2,3,3,1,1,1,3,2,3,2,2,2
6,2,0,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,0,2,2,2,1,1,3,3,2
7,1,3,3,2,3,2,2,1,1,2,2,2,1,3,1,2,2,2,3,2,3,3,3,2,3,1,3,3,3,1,2,2,0,2,3
8,0,0,0,0,0,0,0,0,0,2,2,2,1,3,2,1,1,2,2,1,2,2,3,2,2,2,1,0,2,2,2,1,1,3,1
9,0,2,1,2,2,2,0,1,2,1,3,2,3,1,3,3,1,1,0,1,2,3,2,2,3,2,1,2,2,2,3,2,2,3,3
10,2,1,1,3,3,2,2,0,3,3,2,0,0,1,2,1,2,0,2,1,3,2,3,1,2,1,1,3,1,3,1,3,2,2,2
11,0,0,0,0,0,0,2,2,2,3,1,3,2,1,2,3,2,2,2,2,1,1,3,2,2,2,2,1,2,1,3,2,2,2,3
12,1,2,3,2,3,3,3,1,3,1,2,3,2,2,2,2,3,2,2,3,1,1,2,1,2,3,1,2,3,3,3,2,2,2,2
13,1,2,2,3,3,2,1,2,0,3,1,1,1,1,2,3,3,2,2,2,1,2,1,2,3,3,2,2,2,2,1,1,1,1,2
14,2,2,2,2,2,3,3,2,2,2,2,1,3,3,2,2,2,3,1,2,3,3,3,3,2,2,2,2,1,2,2,3,2,2,2
15,2,2,2,2,3,2,1,2,3,3,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,1,1,1,1,1,2,2,2,3
16,1,2,3,3,2,3,2,2,2,2,3,2,3,1,1,1,1,2,2,1,1,2,1,3,3,3,2,2,2,1,1,1,3,1,1
17,0,2,3,2,2,2,2,3,3,2,2,1,2,2,1,1,1,2,1,1,0,1,3,3,2,1,1,1,2,3,1,3,1,3,1
18,0,0,0,1,2,1,2,3,2,3,3,3,3,1,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,3,2,2,2,1
19,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,1,3,3,3,3,2,2,3,1,2,3,2,1,2,3,2,1
20,2,3,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,3,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2
21,1,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,2,2,3,2,1,2,1,3,3,0,1,1,2,2,2,1,3,1
22,1,0,0,0,2,3,3,2,1,1,2,2,2,3,3,1,3,2,3,1,3,0,2,2,3,1,2,3,2,3,2,1,2,3,2
23,0,2,3,2,3,1,2,2,2,2,2,1,3,2,2,2,3,3,2,3,2,2,2,2,2,3,1,3,0,2,0,1,1,1,3
24,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,2,2,2
25,1,2,2,2,3,0,0,2,2,2,1,1,2,2,3,3,2,0,2,2,1,2,2,2,0,2,2,0,2,0,1,2,2,2,0
26,1,3,2,3,2,1,2,2,2,3,3,3,2,2,2,2,1,1,3,3,2,2,2,3,1,3,1,2,3,3,0,2,1,3,3
27,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,2,3,3,3,2,1,2,3,1,2
28,0,0,0,0,0,0,2,3,3,3,3,3,2,1,3,3,1,1,2,1,2,2,2,2,3,3,2,3,3,2,2,2,3,1,2
29,1,1,3,2,2,2,2,1,1,2,1,3,2,2,2,0,1,1,2,2,0,1,2,2,2,3,1,2,1,2,3,1,1,2,1
