,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,3,1,3,1,1,1,2,1,1,3,2,2,2,2,1,3,3,2,2,3,1,3,2,2,1,0,3,2,2,2,2
1,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,3,3,3,1,1,3,3,1,2,2,1,2,1,1,1,2
2,2,2,3,2,2,2,1,1,3,0,2,2,2,2,2,1,1,1,2,3,3,2,2,1,3,2,1,3,2,3,2
3,2,0,3,3,1,3,2,1,2,1,3,2,1,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2
4,3,2,3,3,2,1,1,3,3,2,1,2,3,2,2,2,2,3,1,2,2,2,2,1,2,1,3,3,3,1,3
5,0,0,0,2,0,2,3,2,3,2,1,2,2,1,3,2,1,3,2,1,2,2,2,2,3,1,3,3,2,3,2
6,2,1,2,2,3,3,2,2,2,2,2,3,1,2,2,2,3,2,2,3,2,2,3,2,3,2,3,1,2,2,2
7,3,2,2,3,3,2,1,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,1,2,2,3
8,2,1,2,1,1,3,3,2,2,2,3,1,2,1,3,3,2,2,2,2,2,2,1,0,2,3,2,3,3,3,3
9,2,1,2,2,3,2,2,2,2,3,1,2,1,1,1,3,1,3,3,1,1,3,3,2,2,1,1,0,0,0,0
10,2,2,1,2,1,1,2,2,2,2,2,0,2,2,2,2,3,3,2,3,2,0,2,1,1,2,1,1,1,3,1
11,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,1,2,2,1,3,2,2,2,3,2,2,1,3,3,2,2
12,2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,0,1,3,3,1,2,2,3,2,2,2,2,2,2,2,3
13,2,2,3,3,2,2,2,2,2,1,3,2,1,2,2,1,1,2,0,1,2,2,2,2,2,2,2,2,2,2,1
14,0,0,0,0,0,2,3,3,3,2,2,2,3,3,1,2,3,3,2,2,2,3,2,2,2,0,0,0,0,0,0
15,2,1,2,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,1,2,2,2,2,2,1,1,0,3,2
16,0,0,0,0,0,2,3,1,2,3,3,2,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2
17,0,2,2,2,3,2,3,1,2,2,2,2,3,1,2,0,3,2,2,3,2,3,2,3,2,3,3,1,3,3,3
18,2,2,3,2,3,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,1,1,1,1,1,1,2,2
19,3,2,2,2,3,3,3,2,2,3,2,3,3,3,1,2,1,1,1,2,3,2,3,3,2,3,1,2,1,1,2
20,2,1,2,2,2,2,3,2,2,1,2,2,2,3,2,3,2,1,3,1,1,0,0,0,0,0,1,1,3,2,3
21,2,1,2,2,2,1,1,1,0,2,3,1,1,3,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0
22,2,1,1,3,2,3,2,2,2,2,0,1,0,3,1,1,2,2,2,2,1,2,2,3,2,3,2,1,2,3,1
23,3,1,3,2,3,2,2,2,2,1,3,3,3,3,2,3,3,2,2,1,3,0,3,3,3,3,2,1,1,3,3
24,3,2,2,1,2,2,2,2,2,3,1,2,2,1,3,3,3,2,1,2,3,1,2,1,2,1,2,3,3,1,2
25,2,1,2,3,3,2,2,3,2,2,3,3,2,2,1,0,1,2,2,3,3,2,3,1,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,1,1,1,2,2,2,2,1,1,2,3,3,2,3,2,1
27,3,3,3,3,2,3,0,2,1,1,2,2,2,1,1,3,1,3,2,2,1,2,2,2,3,3,2,3,2,3,2
28,2,2,3,3,3,2,2,2,2,1,1,1,3,2,3,3,2,1,2,2,2,2,1,1,1,2,2,3,3,1,1
29,3,2,2,1,2,1,3,2,2,3,2,1,2,2,2,3,3,2,2,1,2,3,1,2,2,2,2,2,2,2,3
30,2,1,1,1,2,2,2,1,3,1,1,2,1,2,1,2,2,3,3,2,1,2,2,3,2,1,2,2,2,3,2
31,2,3,2,2,1,1,2,0,2,2,2,3,3,3,1,2,2,1,2,2,2,1,1,3,3,1,3,3,2,2,2
32,2,1,2,2,3,2,3,1,2,2,1,1,1,1,0,1,3,1,1,1,3,3,2,2,3,2,2,2,2,2,3
33,2,1,0,3,2,2,3,3,3,2,2,1,2,2,3,2,2,3,2,3,2,3,3,2,2,3,3,1,2,2,2
34,1,3,2,2,2,2,2,3,2,1,2,3,2,2,3,3,3,0,0,0,0,3,3,1,3,1,2,2,2,3,3
35,3,2,3,2,3,0,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,1,2,1,3,2,1,3,2
36,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,3,1,2,2,3,2,1
37,2,3,3,2,2,3,3,2,2,0,2,3,3,2,3,3,3,2,2,3,2,3,2,3,2,2,1,1,3,2,2
38,2,1,2,3,2,2,1,2,2,2,2,1,2,0,2,3,2,2,0,2,1,1,2,3,2,2,2,1,2,3,2
39,2,2,1,2,3,3,3,2,2,2,2,2,3,1,2,2,2,3,3,2,3,3,3,2,3,1,3,2,2,1,2
40,2,1,2,1,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,0,2,3,2,2,3,2,2,3,2,1
41,1,2,2,2,3,2,2,1,3,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,1,1,1,3,3,3,2
42,0,3,3,2,2,2,3,3,2,2,3,3,2,2,3,3,3,3,1,2,2,3,2,2,3,1,2,2,1,1,1
43,1,1,2,2,2,3,0,1,2,2,2,1,3,3,2,2,2,2,1,3,2,2,3,2,3,2,3,2,2,2,2
44,2,3,2,1,2,2,1,2,3,1,2,2,2,2,3,2,2,3,1,2,1,2,3,2,2,3,2,2,2,2,3
45,0,0,0,0,3,1,2,3,3,2,2,3,3,2,1,2,2,2,3,2,2,0,1,2,1,2,2,2,2,3,2
46,1,2,2,2,2,2,3,2,3,2,3,1,1,2,3,3,3,2,2,1,2,1,3,3,2,3,3,1,2,1,2
47,2,1,2,2,2,2,3,2,2,2,1,3,2,2,2,1,3,3,2,2,2,2,3,2,2,2,2,2,3,3,2
48,2,1,2,3,3,2,2,2,3,3,2,3,1,1,2,2,3,3,2,3,2,1,3,2,2,2,0,2,2,3,2
49,2,1,2,3,3,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,3,1,1,2,2,2,2,2,0,2
50,3,3,2,3,2,2,1,2,2,2,3,3,2,0,0,0,0,1,3,2,2,3,2,3,2,3,3,3,3,3,2
51,1,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,1,2,2,2,3,0
52,3,2,1,2,1,3,1,2,1,2,3,2,2,3,2,1,2,2,2,3,3,2,2,2,1,2,0,1,2,2,2
53,2,3,3,2,3,2,2,2,1,2,2,3,3,2,2,1,0,2,2,2,2,2,3,3,3,2,1,2,2,2,2
54,1,3,2,3,0,0,0,0,0,0,0,0,0,2,3,2,2,1,2,3,1,3,2,2,1,2,3,3,2,3,1
55,3,3,2,3,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,1,2,2,0,1,2,3,2,2,2,2,1
56,2,1,1,3,2,2,2,3,0,2,3,2,2,3,3,1,3,3,2,1,1,3,2,2,1,2,1,3,2,1,3
57,2,3,1,1,1,2,2,3,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,3,1,2
58,2,2,3,3,2,2,3,2,1,3,3,3,2,2,3,3,1,2,2,3,2,2,2,2,2,2,3,3,2,1,0
59,1,3,2,1,3,1,3,2,2,2,2,3,3,3,2,2,1,3,3,2,1,2,3,2,2,2,3,2,2,2,2
60,3,3,2,2,2,1,3,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,3,3,3,3,2,3,2,2,2
61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,3,2,3,2,2,2,3,1,2,2,2,2
62,3,2,3,3,2,2,3,3,2,3,2,3,3,3,0,2,2,2,3,3,1,3,2,3,3,2,3,3,2,1,2
63,2,2,2,2,2,3,2,3,2,2,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,3,3,3,2,2,2
64,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,3,1,2,2,1,2,2,1,2,3,1,2,2,3,2
65,2,2,2,1,2,3,2,2,2,2,1,3,2,2,2,2,0,1,1,2,2,1,3,2,2,2,2,1,2,1,2
66,3,2,2,1,3,1,3,2,2,3,3,1,2,2,2,2,3,3,3,2,2,3,2,3,3,2,2,1,2,2,2
67,2,2,0,3,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,0,1
68,2,2,2,1,3,3,1,3,3,3,3,2,3,2,2,3,2,3,1,1,2,2,2,2,3,3,1,1,3,3,3
69,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,2,0,0,0,3,2,1,2,3,2,2,1,3,3,2
70,2,3,3,2,3,2,1,3,3,3,2,3,2,3,3,2,3,1,1,3,2,0,2,2,3,3,1,1,2,1,2
