,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,2,1,1,2,2,3,1,2,2,2,1,1,3,1,3,3,1,1,2,3,1,1,2,1,3,1,3,2,3,2,2
1,2,3,3,1,2,2,2,2,1,2,2,1,3,2,0,1,2,2,3,3,3,2,2,3,2,2,2,1,2,3,2
2,2,2,3,3,2,3,2,2,2,1,2,2,3,0,1,1,2,1,2,3,3,2,2,3,1,0,3,3,0,2,2
3,0,0,0,0,0,0,2,2,3,2,1,3,2,3,2,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,3
4,3,1,2,2,2,2,2,2,2,3,2,3,3,2,1,3,1,3,2,2,2,2,3,2,1,2,3,2,1,1,2
5,2,2,2,3,3,2,2,2,3,3,3,1,2,2,3,3,1,1,1,2,1,3,0,3,3,2,3,1,2,3,1
6,1,3,2,2,0,2,0,1,2,1,3,2,2,1,3,2,3,3,1,2,3,3,1,3,1,3,1,2,0,0,0
7,2,3,3,0,2,2,2,2,3,2,2,2,1,1,2,1,2,0,2,2,3,3,3,2,2,2,3,2,2,2,3
8,3,2,3,1,3,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1
9,2,2,3,2,2,3,1,1,2,1,2,3,2,3,1,2,2,2,1,3,2,2,3,1,2,2,2,1,2,2,2
10,2,2,1,2,3,1,2,1,2,1,3,3,2,1,1,3,1,1,1,2,2,2,1,3,0,1,1,2,3,2,0
11,3,2,2,1,3,3,3,2,2,2,1,3,1,2,2,2,1,1,1,2,3,2,3,2,1,2,2,2,1,1,1
12,1,2,2,3,3,2,3,2,3,2,2,1,3,2,3,2,1,3,3,2,2,1,2,2,1,2,2,1,2,1,3
13,3,2,1,2,2,3,2,2,2,2,2,1,3,2,1,1,2,0,2,1,1,3,1,1,0,1,1,2,2,3,1
14,0,0,3,2,2,1,2,3,2,3,2,2,2,1,2,2,3,3,2,2,1,2,2,1,3,1,2,3,2,2,2
15,1,2,1,1,2,1,3,2,2,1,3,2,2,3,3,3,3,2,2,2,1,3,2,2,2,2,2,1,3,1,2
16,1,3,3,2,2,3,0,2,2,3,3,2,1,0,3,2,3,2,2,2,0,3,1,2,2,1,3,3,1,3,3
17,0,2,2,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,0,1,3,2,0,2,2,1,2,2,2,2,2
18,2,2,2,1,2,3,3,2,1,2,3,2,1,2,1,1,0,0,0,3,2,2,1,0,2,3,1,1,2,1,1
19,3,1,2,3,1,2,2,1,2,2,3,0,3,2,1,2,1,1,2,1,2,1,2,2,3,2,1,2,2,2,1
20,3,3,1,2,3,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,3,1,2,1,3,3,1,1,2,1
21,3,2,3,2,3,3,3,1,1,2,1,1,2,1,2,2,0,0,0,2,2,2,2,1,2,2,1,1,0,2,1
22,3,2,1,2,2,2,3,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2
23,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,2,1,1,3,2,3,3,2,1,2,2,2,3,2,3,1
24,3,2,2,3,3,3,1,1,3,0,1,1,1,2,0,1,0,2,1,1,2,1,3,2,1,2,2,2,2,1,0
25,3,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,3,1
26,3,3,1,3,2,2,1,1,2,2,1,2,1,1,3,2,2,3,2,1,2,3,2,2,3,3,2,2,2,2,2
27,2,2,2,2,2,3,2,2,2,1,3,2,1,2,2,2,2,1,3,1,1,1,0,2,2,2,2,2,2,1,2
28,2,1,2,2,2,2,2,3,2,1,1,2,2,3,2,2,2,1,2,2,2,3,3,2,1,2,3,2,2,3,2
29,2,2,1,3,3,2,2,2,3,3,2,2,3,1,2,3,3,1,2,2,1,2,3,2,2,2,2,2,2,0,1
30,2,1,2,2,2,1,1,3,1,2,2,2,2,2,2,2,3,2,1,2,1,2,3,2,2,2,2,2,1,3,3
31,2,2,3,2,2,1,2,1,2,1,2,2,3,1,2,1,2,3,1,3,2,3,3,1,1,2,2,3,2,2,2
32,0,0,0,0,2,2,3,2,3,3,2,1,2,0,2,2,1,2,2,3,2,2,1,3,2,1,2,2,2,2,2
33,3,2,1,2,1,3,2,3,0,2,2,3,2,2,3,2,2,3,2,2,3,0,2,1,1,0,1,1,3,1,3
34,3,3,2,2,2,2,3,1,1,3,1,3,3,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2
35,2,2,2,2,2,1,2,2,2,2,1,3,1,1,2,1,1,2,2,2,3,2,2,3,1,2,3,1,2,1,2
36,2,3,3,2,0,1,1,2,1,1,2,2,1,1,3,1,2,1,2,2,2,2,2,3,0,3,3,1,3,3,1
37,0,3,2,1,3,2,1,1,3,2,2,2,3,2,0,3,2,2,3,3,3,2,2,2,3,1,1,1,2,3,1
38,3,2,2,1,2,1,2,3,2,2,2,2,1,3,3,0,1,2,3,3,2,1,1,1,2,3,2,1,2,2,1
39,2,3,2,3,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,3,2,3
40,1,1,3,2,3,2,2,2,2,3,3,1,2,1,2,2,1,3,2,2,2,2,0,3,3,1,2,2,2,2,3
41,2,2,3,2,1,3,3,2,1,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,3,2,3
42,2,2,2,3,2,3,1,2,1,2,1,1,1,3,2,3,1,2,2,2,3,1,2,3,3,2,3,2,1,3,1
43,1,2,3,3,2,2,3,1,2,3,0,2,2,2,2,2,1,3,2,2,2,2,2,3,1,3,3,3,2,2,2
44,1,2,2,2,2,2,3,2,2,3,3,3,3,2,0,0,0,0,3,3,1,2,1,2,3,2,3,1,1,3,2
45,2,2,2,2,1,2,1,2,2,3,2,2,3,1,3,2,2,3,2,3,1,2,2,1,2,2,2,2,0,1,2
46,2,2,0,1,2,2,3,2,2,3,2,2,2,2,1,2,1,2,2,0,2,2,2,2,3,3,1,0,1,3,1
47,2,2,0,3,3,2,2,2,3,3,3,1,1,3,1,2,1,0,0,0,2,2,2,2,2,3,3,2,2,0,1
48,2,2,2,2,1,2,2,1,3,2,2,2,1,2,1,2,3,3,2,0,3,2,0,1,2,1,1,3,3,1,2
49,1,2,2,2,3,2,2,3,1,1,2,3,1,2,1,2,2,1,2,2,1,1,2,0,3,2,1,1,1,1,1
50,0,0,0,0,0,0,2,2,1,2,3,2,3,3,3,3,3,3,1,1,1,2,3,2,3,1,2,3,2,1,2
51,3,2,2,2,3,1,1,3,3,2,3,1,1,3,2,1,2,2,3,2,2,1,1,3,3,2,0,1,3,1,2
52,0,0,0,2,3,2,2,3,1,3,1,1,2,1,3,2,3,2,3,3,3,2,2,2,2,2,2,3,2,1,2
53,0,0,2,2,2,2,1,3,2,3,1,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2
54,1,0,2,2,3,2,3,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,3
55,2,2,2,1,2,1,2,2,3,2,2,2,1,3,3,2,1,2,1,2,1,1,3,2,1,3,2,0,2,2,2
56,2,3,3,2,2,3,3,2,2,1,2,1,1,3,2,2,1,1,2,2,2,0,0,2,2,1,2,2,2,2,2
