,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,3,1,2,1
1,2,0,2,2,1,1,2,2,1,2,2,2,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3
2,2,2,2,2,1,3,3,2,2,2,3,2,2,2,2,2,3,2,3,2,2,1,2,1,3,3,1,2,0,0,1
3,2,2,3,2,2,2,2,3,2,2,2,2,1,1,2,3,1,2,3,1,2,2,3,1,0,0,0,2,2,2,2
4,2,2,1,1,1,2,1,3,2,2,2,2,0,2,2,2,1,2,2,2,3,1,0,1,2,2,2,1,2,1,2
5,2,2,2,3,2,3,2,2,1,2,1,2,2,1,3,2,2,1,1,3,2,2,3,2,1,3,3,1,2,1,3
6,0,1,2,2,1,2,2,3,2,1,2,2,1,2,1,2,1,2,3,2,2,3,1,3,3,3,2,2,2,2,2
7,2,2,1,2,2,2,3,2,1,1,2,2,1,2,3,2,1,3,1,1,3,2,3,3,0,2,1,3,2,3,3
8,0,2,1,2,2,2,0,3,3,2,3,2,2,1,2,2,2,1,3,3,2,1,3,1,1,1,2,2,0,1,2
9,2,2,2,2,2,3,3,2,2,2,0,1,1,1,1,3,1,2,1,1,1,2,2,3,2,2,2,2,2,1,2
10,2,1,1,2,2,2,2,3,2,1,3,3,2,2,2,2,3,3,2,2,1,1,2,2,2,2,3,1,1,2,2
11,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,3,2,1,2,2
12,2,2,2,1,2,2,1,1,0,1,3,2,2,1,1,1,1,2,3,3,2,3,2,1,2,2,3,2,1,1,2
13,1,3,2,3,1,1,2,1,2,2,3,3,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,1
14,2,3,3,2,2,2,2,2,1,3,1,3,2,2,2,2,2,2,2,2,1,2,2,3,0,0,0,0,2,3,2
15,2,3,3,2,2,2,2,2,2,2,3,2,2,0,1,3,2,3,1,1,0,0,0,0,2,2,1,1,2,2,1
16,2,2,2,1,2,3,2,2,1,2,2,2,2,3,3,2,2,1,2,2,2,1,3,3,1,1,1,2,1,2,1
17,1,1,3,2,2,3,1,3,2,3,2,1,2,1,2,2,2,2,2,3,1,2,2,3,2,1,2,3,3,3,1
18,3,2,1,1,2,1,3,3,0,2,3,2,1,0,2,2,2,2,2,3,2,2,2,2,2,3,2,2,0,0,0
19,1,2,2,1,1,3,2,1,1,2,2,2,3,3,1,2,2,2,1,2,2,1,2,3,2,1,1,3,2,2,1
20,2,1,2,2,2,2,3,2,3,2,2,2,2,1,3,3,1,2,2,1,2,2,2,2,2,0,3,1,1,3,2
21,3,1,1,1,1,2,3,3,2,2,2,2,2,2,1,2,2,1,1,3,2,3,2,1,1,1,2,2,1,2,1
22,3,3,1,1,3,2,2,2,1,2,2,2,1,1,0,0,1,2,1,2,1,1,1,3,1,2,3,2,1,3,2
23,2,1,2,3,2,1,3,1,2,1,2,3,3,2,1,3,3,1,2,2,3,3,3,2,2,2,1,1,1,2,2
24,2,3,1,2,2,1,3,2,1,3,1,1,2,1,1,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2
25,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,1,2,3,2,3,3,0,2,3,3,2,1,2,3,0,0
26,2,2,2,1,3,2,3,3,3,0,2,3,2,2,3,3,2,2,1,0,2,1,2,3,2,1,3,1,1,3,2
27,0,0,0,0,0,0,0,0,1,2,2,3,1,2,1,1,1,0,0,0,0,0,0,0,1,1,2,3,3,0,1
28,2,2,2,2,2,2,2,3,2,0,1,2,2,3,1,2,2,1,2,1,2,2,3,2,1,1,3,3,2,3,2
29,3,3,2,2,1,2,3,1,3,2,3,1,0,1,3,3,2,0,2,2,2,3,1,2,1,2,1,2,2,1,2
30,1,2,3,1,3,2,1,2,2,2,3,3,1,3,3,3,1,1,3,2,2,3,2,2,3,1,2,2,2,2,3
31,0,0,0,2,2,1,1,2,2,2,2,2,3,2,1,1,3,2,1,2,3,1,1,3,2,2,2,2,2,2,2
32,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,3,3,1,2,1,2,2,2
33,3,3,3,2,2,0,3,3,2,2,2,2,3,2,3,1,1,2,3,3,2,3,2,2,1,2,1,2,3,1,3
34,2,1,2,2,1,0,1,1,3,2,3,1,2,1,2,1,1,2,0,0,2,1,1,1,1,1,3,2,2,2,1
35,3,2,2,2,3,2,2,3,3,1,1,2,2,3,2,1,2,3,2,2,2,1,2,1,2,1,3,3,1,3,3
36,3,2,3,3,2,1,3,3,3,1,1,3,1,2,2,3,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2
37,2,1,3,3,3,1,2,2,1,2,2,0,1,3,2,2,2,2,2,2,2,3,3,2,1,2,1,2,1,3,2
38,1,2,2,3,2,1,2,2,2,3,2,1,2,1,1,2,2,2,2,3,2,1,3,3,2,3,2,2,1,1,0
39,1,1,3,1,2,3,3,3,2,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
40,2,3,2,2,2,3,1,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,3,2,2,3,3,2,2,2,2
41,2,2,2,2,3,2,2,1,3,1,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,1
42,0,0,0,0,0,0,2,1,3,2,3,2,2,1,2,2,1,1,2,1,2,2,2,3,2,2,3,3,3,2,3
