,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,3,1,2,3,3,3,1,2,2,2,2,2,2,1,0,0,0,0,0,2,2,3,2,1,2,3,1,2,2,3,3,3,2,3,3
1,0,2,2,0,2,1,3,2,3,2,1,3,1,1,2,3,1,1,0,2,1,3,3,3,3,3,2,3,3,3,2,2,2,1,2
2,1,1,1,2,2,3,3,3,3,2,1,1,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,3,1,1,3
3,0,1,2,3,2,2,2,2,2,2,2,2,1,0,0,2,2,3,1,2,2,2,1,2,3,1,0,0,0,0,1,1,2,2,3
4,1,1,2,3,3,3,2,1,3,0,2,3,3,3,3,1,3,2,3,3,2,3,2,3,3,2,1,3,2,1,3,3,3,2,2
5,1,1,2,3,3,3,2,2,2,0,3,3,3,2,3,1,2,2,1,2,1,2,2,3,2,2,1,1,2,2,2,2,3,3,2
6,2,2,2,2,2,1,2,2,2,1,0,3,1,2,1,1,2,2,2,2,0,2,1,1,2,3,2,2,3,1,2,2,2,2,2
7,1,2,2,2,2,1,2,2,3,3,1,3,3,3,2,3,3,2,2,3,2,1,2,2,1,1,2,1,1,3,3,3,3,2,2
8,0,0,0,2,2,3,3,2,2,2,2,2,3,0,0,0,1,2,1,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3
9,1,2,2,3,3,1,1,3,3,2,1,3,2,2,3,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,0,2,2
10,2,1,2,2,2,1,3,1,0,2,2,2,1,2,3,2,2,1,1,2,2,0,2,2,2,1,2,2,1,2,1,1,2,1,2
11,0,0,0,0,2,3,3,2,2,2,1,2,3,3,2,3,1,2,2,1,3,2,1,3,2,1,3,2,1,2,2,1,3,2,3
12,2,1,1,3,3,3,3,2,1,1,1,2,3,2,2,2,2,3,1,2,1,1,2,1,1,3,2,1,1,3,3,2,2,1,3
13,0,2,2,2,2,3,2,2,2,2,3,3,3,2,2,1,3,2,2,2,1,2,2,2,2,2,2,3,2,0,2,1,1,1,2
14,1,1,2,1,2,2,3,2,2,3,2,2,1,2,2,2,2,1,0,0,3,2,2,2,3,3,3,3,2,2,1,3,1,2,2
15,2,1,2,3,2,3,2,2,2,2,3,3,1,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,2,2,3,0,2,2
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,2,2,2,2,3,1,2,3,3,1,1,3,3,2,2
17,1,2,2,2,3,3,1,2,2,3,2,3,3,2,2,1,0,1,2,2,2,1,3,3,3,2,1,2,1,1,2,3,2,1,3
18,1,2,2,2,1,3,2,1,2,3,3,2,3,2,1,1,3,1,2,3,3,3,3,1,2,2,1,2,2,3,3,2,2,2,2
19,1,2,2,3,3,2,3,2,3,2,3,3,3,2,2,3,3,1,3,3,1,3,2,2,2,2,2,1,3,2,1,2,2,3,1
20,0,0,2,1,2,2,2,2,2,1,3,2,3,1,3,2,2,1,2,1,2,2,2,1,3,3,2,2,3,3,2,1,2,2,2
21,1,1,2,2,2,3,1,2,1,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,1,3,0,1,2,1,3,2,2,3,3
22,1,1,2,2,0,0,0,0,0,3,1,1,2,2,2,2,1,3,3,2,1,3,2,1,1,2,2,0,2,3,1,2,2,2,2
23,0,1,2,1,2,3,3,1,2,2,2,2,2,3,1,2,1,2,1,1,2,3,3,1,3,1,2,3,3,2,1,2,1,3,2
24,0,0,0,3,1,0,1,2,2,3,1,2,2,3,3,3,3,3,2,2,3,2,2,1,3,2,3,3,3,2,3,0,0,0,0
25,0,1,1,0,2,1,1,2,3,3,3,2,3,3,2,2,2,3,3,1,1,2,3,2,1,2,2,1,2,2,2,2,3,2,0
26,2,2,2,2,3,1,2,3,3,1,3,1,1,2,2,3,2,3,2,1,2,1,2,2,2,0,2,2,1,2,2,2,2,2,1
27,1,1,2,0,1,2,2,1,2,2,1,2,1,1,2,2,3,3,1,1,2,1,3,2,2,1,3,2,1,2,1,2,2,2,3
28,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,2,2,3,1,2,3,1,2,2,2,2,3,3
29,1,2,2,3,2,2,3,3,2,2,1,3,3,2,2,2,2,2,2,3,2,3,3,2,1,2,2,3,2,1,3,3,2,2,2
30,2,2,3,2,2,3,2,3,2,1,3,2,2,3,3,3,3,3,2,1,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2
31,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,1,2,2,2,1,2,1,1
32,0,2,2,2,3,3,2,2,0,2,2,1,1,1,2,2,1,1,2,3,2,1,2,3,2,3,3,3,2,2,3,3,2,2,3
33,1,2,2,1,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,1,2,3,1,3,3,2
34,2,1,2,2,3,3,2,1,2,3,1,0,2,3,3,3,2,3,3,2,3,3,1,0,1,2,1,1,2,2,3,2,3,3,2
35,2,3,1,3,0,3,3,1,3,2,2,1,3,2,1,2,3,1,2,3,1,3,3,1,2,1,2,3,2,2,2,3,3,2,2
36,2,2,2,2,2,2,3,2,2,2,3,2,1,2,3,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,1,2,2,2,3
37,1,2,2,3,2,2,1,2,3,2,1,3,2,3,2,2,3,1,1,2,3,1,1,3,2,3,2,3,2,3,3,3,2,2,2
38,1,2,1,2,3,2,1,3,1,2,1,0,3,3,2,3,1,2,3,2,2,2,3,3,3,3,2,2,2,3,3,1,3,3,3
39,2,2,2,3,1,3,2,2,2,1,1,3,2,2,2,3,2,3,3,2,0,1,2,2,2,1,1,2,1,2,2,2,2,3,3
