,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0,0,0,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2
1,0,1,3,3,2,2,3,2,2,1,2,3,3,2,2,2,1,2,1,1,3,2,2,2,1,1,1,2,2,1,2,1,2,2,1
2,1,2,2,1,1,3,1,3,2,2,2,2,1,2,2,0,1,2,2,3,2,2,1,3,2,2,3,3,2,2,3,3,2,1,2
3,0,2,2,3,2,3,2,3,2,0,2,1,3,1,2,2,3,2,2,1,3,3,3,3,1,2,2,1,2,2,1,2,2,1,2
4,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,1,2,2,2,0,1,2,2,2,0,1,2
5,2,3,3,3,2,1,2,3,3,2,3,2,2,2,2,1,2,3,3,3,0,2,1,2,3,2,2,0,2,2,2,2,1,2,1
6,1,2,3,2,3,3,2,2,1,3,2,2,2,0,1,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,1,1,0,2,1
7,3,3,1,3,2,1,2,2,1,2,3,2,1,2,1,2,2,3,1,2,2,2,2,1,2,2,1,3,2,2,2,2,3,3,2
8,0,2,2,3,2,2,0,2,3,2,2,1,2,3,1,3,2,2,2,2,1,1,2,2,3,3,3,2,1,1,2,1,2,1,2
9,1,1,2,1,2,2,2,1,1,2,3,2,1,1,0,0,0,0,1,2,2,1,2,3,1,2,1,1,1,2,2,2,2,2,2
10,1,1,2,2,2,1,3,2,2,1,2,2,2,1,2,3,3,2,2,1,3,2,1,3,3,2,2,2,2,1,2,2,1,2,1
11,1,2,2,1,2,2,2,2,2,2,1,3,2,1,3,2,0,2,3,2,3,3,2,2,1,2,2,3,1,2,1,2,2,1,1
12,2,2,2,2,2,3,1,2,1,1,1,3,2,3,3,1,3,3,3,2,1,3,3,1,2,2,1,2,3,1,2,1,2,1,1
13,2,2,3,2,1,2,2,2,3,2,2,2,3,2,2,0,0,0,0,2,0,1,2,1,1,1,3,3,1,3,2,3,2,2,1
14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,3,3,2,2,2,1,2,3,2,2,3,3,3,2,2,3,3
15,1,3,3,1,3,3,2,2,2,1,2,2,2,2,3,2,2,3,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1
16,2,3,3,3,3,2,1,2,1,1,3,2,2,1,1,2,2,2,2,0,2,1,2,2,2,1,2,1,2,0,3,3,1,0,1
17,1,1,2,2,2,1,2,2,3,3,2,0,2,3,3,3,1,1,2,1,1,2,2,1,2,2,1,3,2,1,2,1,2,2,2
18,2,3,2,1,2,3,3,2,1,3,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,3,2,2,1,2,1,1,3,3,3
19,0,0,0,0,0,1,2,3,3,1,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2
20,1,1,2,2,3,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,3,3,2,2,1,3,2,2,2,1,1,2,3
21,2,0,1,1,0,2,2,2,3,2,2,1,1,1,2,2,2,2,2,2,2,3,0,0,0,2,1,3,3,1,2,2,0,2,1
22,2,2,2,2,3,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,3,3,2,2,1,1,2,2,1,2,1,2,0
23,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,2,2,3,2,3,2,2,2,3,3,3,2,2,1,2,2,2,2
24,1,3,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,3,2,3,1,2,2,2,2,2,2,3,3,1
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,0,3,2,3,2,2
26,1,2,2,1,3,2,3,2,3,3,3,2,2,3,2,0,3,1,1,2,2,2,1,2,1,1,1,3,1,2,2,1,1,2,2
27,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,3,1,1,2,3,3,0,2,1,2,1,2,2,2,2,1,2,2,3,2
28,1,1,2,3,2,1,2,1,1,1,3,1,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,0,2,3,2
29,2,2,1,1,3,3,1,2,3,2,2,2,1,2,2,1,1,2,3,2,2,2,1,1,2,1,3,1,1,2,2,1,1,2,1
30,1,2,1,2,2,3,1,2,2,3,2,3,1,3,1,2,1,3,2,2,3,2,1,3,2,0,1,3,2,2,2,3,3,3,2
31,1,1,3,1,2,2,2,2,1,3,3,1,2,2,2,2,3,2,1,2,2,3,2,2,2,2,1,1,3,2,0,2,2,2,1
32,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,3,2,0,3,2,3,2,2,2,2,1,2,1,1,1,1,2
33,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
34,1,2,1,2,2,1,1,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2,3,2,2,1,2
35,0,0,2,3,2,1,1,2,3,2,1,2,2,2,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,3,1,1,2
36,1,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,1,1,1,1,3,3,2,2,1,0,3,2,3,3,2,3,2,3
37,2,3,3,2,2,2,3,2,0,1,2,2,1,1,1,2,2,2,1,2,1,1,2,3,1,3,2,3,1,2,2,2,3,2,2
38,0,2,0,0,2,2,2,2,0,2,2,2,1,2,3,1,2,2,0,2,1,2,2,1,2,2,2,2,2,2,3,2,1,2,1
39,1,2,2,1,3,3,1,2,2,1,2,2,2,2,2,2,1,0,2,1,0,1,2,2,3,2,2,2,0,0,2,2,1,2,2
40,1,2,3,3,2,3,2,0,2,2,2,3,3,3,3,2,1,1,2,3,2,2,2,1,3,2,2,2,3,3,2,2,2,3,3
41,1,2,2,1,2,2,1,3,1,2,2,3,2,2,2,2,2,2,2,3,3,2,1,2,2,1,2,1,0,3,2,2,3,2,2
42,1,1,2,2,2,2,2,2,1,2,2,3,3,2,0,1,2,2,2,3,2,3,3,2,3,3,3,1,2,2,1,3,1,2,2
43,1,2,3,2,3,3,2,1,3,3,2,1,0,3,2,3,1,2,2,1,1,0,2,1,1,3,3,2,3,1,2,1,1,2,2
44,0,2,3,2,2,2,2,1,2,3,1,1,2,2,1,2,2,1,0,3,2,2,2,1,3,3,2,1,2,2,2,3,2,1,1
45,1,1,2,3,3,2,2,3,2,2,2,2,1,3,1,1,3,2,2,3,1,3,3,2,1,2,1,3,3,2,1,3,0,2,1
46,2,2,1,2,3,2,1,2,3,1,2,3,2,2,3,2,2,3,2,2,2,1,3,2,0,0,1,1,2,2,2,2,2,1,2
47,2,2,2,2,2,2,2,0,3,3,2,2,1,3,1,0,3,3,2,3,3,3,0,3,1,3,2,2,2,1,0,3,2,2,1
48,0,0,2,3,2,3,3,1,3,1,3,1,2,3,1,3,1,2,2,2,2,2,1,2,1,2,1,2,3,1,2,3,3,2,2
49,1,2,3,0,2,2,1,2,1,2,2,3,2,1,1,1,3,2,3,3,1,2,0,1,2,1,2,2,1,2,2,1,3,3,1
50,0,1,3,2,2,3,2,1,1,2,3,0,2,2,3,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2
51,1,2,3,3,0,3,2,2,2,3,2,2,2,3,2,3,2,1,2,2,1,3,3,2,2,2,2,1,2,2,3,2,2,1,2
52,2,2,1,2,2,1,2,3,2,2,1,3,2,2,3,1,1,1,2,1,1,1,3,3,3,2,2,2,2,1,3,2,2,2,3
53,2,2,2,1,3,2,2,1,2,3,3,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,3,3,3,3,3,2
54,2,3,2,2,1,2,2,2,2,1,1,2,1,1,3,2,2,3,2,2,3,2,2,3,3,1,2,1,2,1,1,2,2,2,3
55,0,2,2,2,2,3,2,1,2,2,2,1,3,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2
56,1,2,2,2,2,2,1,1,2,1,3,2,2,3,3,2,1,2,2,2,1,2,3,2,3,3,1,2,2,2,1,3,2,1,1
57,0,0,0,2,1,1,2,2,2,1,1,2,2,3,1,2,2,1,1,3,3,3,2,3,2,2,2,3,1,3,1,2,1,1,3
58,1,2,2,1,2,2,1,2,3,2,2,2,2,1,2,1,2,1,2,1,0,1,1,1,2,2,2,2,1,0,2,1,1,1,1
59,2,3,3,2,2,2,1,2,1,2,2,3,1,3,2,3,2,2,1,1,2,3,2,1,3,2,1,2,1,1,2,1,2,0,1
60,2,2,3,2,2,2,2,1,2,3,3,2,2,3,0,2,1,2,2,2,3,2,2,2,2,0,2,2,2,2,0,3,2,3,1
61,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,0,3,1,1,3,2,2,3,2,3,2,1,2,1,2,1,1,2,2,2
62,1,2,2,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,0,2,0,3,1,2
63,2,3,2,3,3,2,1,2,1,1,1,2,2,1,2,3,2,1,2,1,2,1,2,3,3,3,1,2,3,0,2,2,1,2,3
64,1,3,3,0,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,0,2,2,2,2,3,2,2,2,2
65,1,2,1,2,2,1,1,3,2,0,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,3,1,3,2,1,0,0,0,0,0
66,1,3,3,2,2,2,3,3,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,2,0,1
67,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,3,2,1,2,3,1,2,3,1,2,2,1
