0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
360.54593826108527,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853,396.3459382610853
0.0,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,199.31121836344664,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167,178.82199170655167
155.74545282325923,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924,171.54545282325924
255.60007012295233,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524,281.8000701229524
249.75730202522925,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926,274.05730202522926
205.5541754809825,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252,225.25417548098252
286.2896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799,250.55692806636517,314.3896917546799,314.3896917546799,314.3896917546799,314.3896917546799
281.6075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329,309.1075782202329
0.0,0.0,335.66244646589877,335.66244646589877,306.4065642764397,306.4065642764397,306.4065642764397,306.4065642764397,306.4065642764397,306.4065642764397,306.4065642764397,306.4065642764397,335.66244646589877,335.66244646589877,335.66244646589877,335.66244646589877
303.6255479287661,333.9255479287661,320.2739173170678,333.9255479287661,324.5920315393703,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661,333.9255479287661
264.00744596206846,289.6074459620685,289.6074459620685,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,230.46274532921177,289.6074459620685,230.46274532921177,230.46274532921177,230.46274532921177
352.2021053466884,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845,388.80210534668845
253.73844240443293,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433,278.938442404433
226.3134445985636,248.81344459856362,248.81344459856362,248.81344459856362,236.80715736142068,341.07848138791365,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068,236.80715736142068
272.5948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752,298.8948722745752
341.2672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127,376.1672760474127
339.3224936024355,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553,373.52249360243553
0.0,262.5995305588366,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705,300.7886258672793,326.81682158036705,326.81682158036705,326.81682158036705,326.81682158036705
260.0494750288129,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675,353.27890973251675
228.12545700284056,250.22545700284059,250.22545700284059,250.22545700284059,338.7001213633422,338.7001213633422,250.22545700284059,250.22545700284059,250.22545700284059,338.7001213633422,250.22545700284059,250.22545700284059,250.22545700284059,250.22545700284059,250.22545700284059,250.22545700284059
317.7561782664653,396.8221478173606,396.8221478173606,396.8221478173606,348.05617826646534,348.05617826646534,348.05617826646534,348.05617826646534,348.05617826646534,249.10347621845614,249.10347621845614,348.05617826646534,348.05617826646534,249.10347621845614,396.8221478173606,396.8221478173606
211.41568353421823,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,260.067391740108,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824,232.21568353421824
283.57676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824,311.07676221902824
200.77148462045668,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567,220.2714846204567
283.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,258.8659310188738,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287,310.51748914848287
230.72019461426603,296.95284459552136,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604,252.12019461426604
275.16446401512326,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233,301.8644640151233
377.93524461148803,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881,416.4352446114881
363.4967436796506,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064,396.69674367965064
258.95823697742907,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291,284.7582369774291
0.0,0.0,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,175.5587468261819,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298,376.4729879659298
259.0950969815878,267.16090107988305,267.16090107988305,267.16090107988305,284.49509698158784,267.16090107988305,267.16090107988305,267.16090107988305,267.16090107988305,284.49509698158784,267.16090107988305,267.16090107988305,267.16090107988305,267.16090107988305,267.16090107988305,267.16090107988305
244.46188868054065,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407,269.6618886805407
240.62428441382252,198.276518177337,198.276518177337,198.276518177337,265.22428441382255,265.22428441382255,265.22428441382255,265.22428441382255,265.22428441382255,265.22428441382255,265.22428441382255,265.22428441382255,198.276518177337,265.22428441382255,265.22428441382255,265.22428441382255
334.85926715968344,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345,367.65926715968345
318.8601559216271,292.2855141086119,292.2855141086119,292.2855141086119,0.0,292.2855141086119,292.2855141086119,292.2855141086119,292.2855141086119,0.0,292.2855141086119,292.2855141086119,292.2855141086119,292.2855141086119,292.2855141086119,292.2855141086119
189.91879181486243,249.0510571566546,267.6851345254978,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,249.0510571566546,209.11879181486245,249.0510571566546,249.0510571566546,249.0510571566546
208.48306987449956,288.1249953659572,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956,230.48306987449956
338.80041442291895,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919,373.000414422919
204.94575306921246,224.64575306921247,257.9371274399957,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247,224.64575306921247
466.1431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338,513.7431698047338
240.71255797346308,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305,264.71255797346305
308.9143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416,338.0143788840416
0.0,0.0,0.0,240.0286508730048,240.0286508730048,240.0286508730048,240.0286508730048,240.0286508730048,353.6776296593965,0.0,240.0286508730048,240.0286508730048,353.6776296593965,240.0286508730048,240.0286508730048,240.0286508730048
257.38395665225494,385.075460851309,281.38395665225494,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309,385.075460851309
0.0,170.19753820800895,222.6397423824935,278.98872417638194,278.98872417638194,278.98872417638194,278.98872417638194,201.45512690063978,201.45512690063978,201.45512690063978,229.27254703601687,229.27254703601687,201.45512690063978,201.45512690063978,201.45512690063978,201.45512690063978
322.66563776171773,353.96563776171774,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422,298.8693747069422
297.22475188005257,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526,325.8247518800526
281.9225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744,310.0225086212744
233.24815859498534,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537,255.24815859498537
202.12127421284748,342.1161680218642,278.75887770027583,278.75887770027583,278.75887770027583,278.75887770027583,278.75887770027583,342.1161680218642,342.1161680218642,278.75887770027583,342.1161680218642,265.6388745617889,265.6388745617889,278.75887770027583,278.75887770027583,278.75887770027583
278.07870992739566,305.6787099273957,305.6787099273957,305.6787099273957,305.6787099273957,305.6787099273957,322.15819962246155,305.6787099273957,305.6787099273957,305.6787099273957,305.6787099273957,305.6787099273957,305.6787099273957,322.15819962246155,305.6787099273957,305.6787099273957
260.544132303771,376.13018490149244,376.13018490149244,376.13018490149244,0.0,376.13018490149244,376.13018490149244,376.13018490149244,376.13018490149244,376.13018490149244,376.13018490149244,211.9261801547114,188.51069697969535,376.13018490149244,376.13018490149244,376.13018490149244
298.5227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753,326.8227482549753
244.99245155448696,270.79245155448695,234.83496868620486,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695,252.42842910541302,270.79245155448695,270.79245155448695,270.79245155448695,270.79245155448695
264.4212951846702,262.5252097187189,262.5252097187189,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702,291.7212951846702
0.0,177.48164891073696,177.48164891073696,177.48164891073696,365.1471046741681,177.48164891073696,177.48164891073696,177.48164891073696,177.48164891073696,301.90526931304936,177.48164891073696,177.48164891073696,177.48164891073696,177.48164891073696,177.48164891073696,177.48164891073696
307.94688524014555,339.04688524014557,307.54855453314514,307.54855453314514,258.38884803810066,339.04688524014557,339.04688524014557,339.04688524014557,339.04688524014557,258.38884803810066,339.04688524014557,339.04688524014557,339.04688524014557,339.04688524014557,339.04688524014557,339.04688524014557
349.5476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203,384.1476614689203
306.7486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,0.0,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097,337.9486803277097
280.321601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,308.021601795426,272.26656981164814,308.021601795426,308.021601795426
321.3260238130879,351.52602381308793,351.52602381308793,351.52602381308793,291.44205864154253,351.52602381308793,351.52602381308793,351.52602381308793,291.44205864154253,351.52602381308793,351.52602381308793,351.52602381308793,351.52602381308793,351.52602381308793,351.52602381308793,351.52602381308793
389.5946419930451,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516,428.79464199304516
