,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,1,3,2,2,2,2,2,3,2,2,1,1,2,2,2,3,3,3,3,2,3,2,2,2,3,2,1,2,2,1
1,2,2,2,1,1,3,3,1,2,3,3,1,3,3,3,1,1,1,2,2,2,2,3,1,1,2,3,1,2,2,1
2,2,3,3,3,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3,3,3,1,3,2,2,2
3,2,2,1,3,3,1,3,0,2,1,0,2,0,3,2,2,3,2,2,3,1,3,3,0,2,2,2,1,2,2,3
4,2,3,3,0,0,0,0,2,2,2,2,2,3,3,3,2,3,2,1,3,2,2,2,3,1,1,2,3,2,1,1
5,2,2,2,2,2,2,1,2,3,2,0,3,2,2,3,3,2,3,3,1,2,1,2,2,3,2,2,2,2,1,2
6,1,2,3,2,3,2,3,1,3,3,3,2,3,2,2,1,2,2,2,2,3,1,2,2,2,1,3,1,3,3,3
7,3,2,2,1,3,2,2,2,2,2,2,2,3,2,3,2,2,1,3,2,2,2,3,2,2,2,1,2,2,2,3
8,3,2,2,2,2,3,0,3,0,3,3,2,2,2,2,2,1,3,2,2,1,3,2,1,2,2,1,1,2,3,2
9,3,3,2,3,3,1,1,2,2,2,2,2,3,3,1,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2
10,2,1,3,1,2,3,2,2,2,3,2,1,3,2,2,3,3,3,2,1,2,2,2,2,2,2,1,2,3,1,3
11,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,2,2,3,3,1,2,1,2,2,1,2
12,1,3,3,2,2,1,1,3,2,2,1,2,3,2,2,3,2,1,1,1,2,3,1,3,2,3,2,3,3,3,2
13,1,3,3,2,3,3,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,1,1,2
14,2,3,3,2,3,2,2,2,2,2,1,2,2,3,2,2,2,2,3,2,1,2,2,2,1,2,2,3,3,2,2
15,2,3,3,3,3,3,2,2,3,3,3,3,2,3,1,0,0,0,0,0,0,2,0,2,3,3,2,2,2,3,2
16,2,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,1,2,3,2,3,1,1,0,0,0,0,2,3,3
17,3,2,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,3,3,3,2,2,2
18,2,2,1,1,2,2,2,1,0,2,2,1,2,2,1,2,2,3,3,1,2,2,1,2,2,3,1,1,2,2,1
19,1,2,2,2,2,0,2,2,2,2,2,3,2,3,2,2,2,2,3,1,2,1,3,1,1,1,2,2,2,1,1
20,2,3,1,2,2,1,2,1,2,2,1,2,2,0,0,3,2,3,3,2,1,3,2,2,2,2,2,2,3,3,2
21,0,0,0,0,0,0,2,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,0,2,2,1,2,2,1,1,3
22,2,2,3,2,2,1,2,2,3,2,2,3,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,3,2,2,3
23,3,3,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,3,3
24,1,2,0,1,3,3,2,3,3,3,3,2,3,2,0,0,2,3,1,2,1,3,3,2,2,1,3,3,2,1,2
25,2,2,2,2,3,2,1,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,0,1,2,1,2,3,2,3
26,3,3,2,2,1,3,1,2,2,1,2,0,2,3,3,3,3,3,1,2,2,3,3,1,3,2,2,2,1,2,2
27,2,1,2,1,3,2,3,2,1,3,3,1,1,2,3,2,2,2,1,2,3,2,2,1,2,3,2,2,1,3,2
28,2,3,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,3,1,3,2,3
29,1,2,3,3,2,3,2,3,3,3,3,2,3,1,0,2,2,1,3,2,1,2,2,3,2,2,2,2,2,2,1
30,3,3,1,3,2,2,2,2,3,3,2,2,2,1,3,3,1,3,2,1,2,3,3,2,2,3,2,2,0,0,0
31,2,3,3,3,2,3,3,1,2,1,1,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,3,2
32,1,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,3
33,3,2,2,3,0,1,3,1,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,1,2,3,3,3,2,1,3
34,2,2,1,1,2,3,3,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,1,1,2,3,3,2,3,3,2
35,3,3,2,2,2,3,1,2,2,3,0,0,0,0,2,3,2,2,0,2,3,2,2,1,2,3,2,2,2,1,2
36,2,2,3,3,2,2,1,1,2,2,2,3,2,3,0,2,2,2,2,1,2,2,2,2,2,2,3,1,3,2,3
37,0,0,0,0,0,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,3,2,2,3,3,1,2,1,3,1
38,1,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,3,0,2,1,1,3
39,1,2,3,2,3,1,2,2,2,1,2,2,1,1,2,3,1,1,2,1,0,2,3,2,1,1,3,0,2,2,3
40,0,2,3,2,3,3,3,2,2,2,0,2,2,3,1,2,2,3,2,2,2,3,3,3,3,3,2,2,2,1,2
41,3,2,3,3,1,2,2,3,3,2,2,3,3,2,2,2,1,3,3,3,2,2,3,3,2,2,2,1,1,3,1
42,2,2,2,3,2,1,2,2,1,3,2,2,1,2,3,2,2,0,1,2,3,1,1,2,1,2,2,3,3,1,3
43,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,3,2,3
44,0,0,0,0,0,0,0,2,2,3,3,3,3,3,2,3,3,1,2,3,3,3,3,2,3,3,3,2,2,2,2
45,2,2,3,3,3,2,1,1,2,1,2,1,1,1,1,2,3,1,3,3,1,2,2,1,2,1,2,1,2,2,2
46,1,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3,2,2,2,3,3
47,2,2,2,3,3,3,2,3,1,3,1,2,1,2,3,2,2,2,1,2,3,3,2,3,3,2,2,2,2,3,2
48,3,2,0,2,2,2,2,2,3,3,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1,3
49,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,2,2,2,1,2,2,3,2,2,2,3,2,2,2,3,3
50,1,2,2,1,2,2,2,1,3,2,3,3,2,0,2,3,2,2,3,3,2,2,2,3,3,3,2,0,1,2,2
51,1,3,3,3,1,3,1,2,3,3,2,3,3,2,2,3,2,3,1,3,3,3,2,2,2,1,1,2,2,2,1
52,2,3,2,3,1,2,3,2,3,2,2,3,1,3,3,2,2,3,3,1,2,3,2,3,0,3,3,3,1,2,2
53,0,0,0,2,2,3,2,2,3,3,3,2,1,0,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2,3,3
54,3,3,3,3,3,2,2,3,1,2,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,3,2,3
55,2,1,2,3,3,1,1,2,0,2,1,3,2,1,3,3,2,2,2,3,3,3,3,1,1,2,2,3,3,3,2
56,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,2,1,2,1,2,2,1,2,3,2,1,3
57,2,3,1,1,2,3,3,3,2,2,1,2,3,2,2,1,2,2,2,3,1,2,1,2,1,2,3,1,2,3,3
58,3,3,3,1,3,2,3,3,3,2,2,2,2,2,2,0,3,1,2,2,2,2,2,0,1,1,3,3,3,2,2
59,3,3,2,3,2,1,2,3,3,2,3,3,3,0,0,0,0,0,0,0,0,1,2,3,1,3,3,3,1,1,1
60,3,2,1,2,1,3,3,3,2,1,1,2,3,2,1,2,2,3,2,1,3,3,2,3,1,2,1,2,2,3,2
61,2,2,2,3,3,3,3,3,2,2,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,3,1,2,2,1
62,1,1,3,2,2,3,2,2,1,2,2,1,2,2,2,3,3,2,3,2,1,1,3,3,1,2,2,2,3,1,2
63,2,2,3,3,2,2,2,2,0,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2
64,2,2,2,3,2,3,2,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,2,1,1,0,0,1,2,1
65,2,2,2,2,2,1,2,0,0,0,0,0,1,3,2,2,2,3,2,2,3,2,2,2,2,2,1,3,3,3,2
66,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,3,3,2,1,2
67,0,0,0,0,2,3,2,1,2,1,2,2,2,3,1,1,3,1,2,3,2,2,0,2,2,3,2,1,1,0,0
68,1,3,3,1,3,2,2,2,3,1,1,3,1,2,3,2,2,3,2,1,2,1,3,2,2,2,3,2,1,2,2
69,0,3,3,3,2,3,2,3,3,2,2,2,2,2,1,3,2,3,2,2,2,2,1,2,2,3,2,2,2,2,3
70,2,3,2,2,2,2,1,2,3,2,2,3,2,2,3,3,2,1,2,2,3,1,2,2,2,3,3,2,1,1,2
71,2,2,3,3,2,3,2,2,3,2,1,3,1,1,2,2,1,1,2,1,2,2,1,3,2,2,2,1,2,2,2
72,3,3,3,3,3,1,3,2,3,1,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2
73,2,1,3,2,2,2,2,2,2,1,1,3,2,2,3,3,2,1,2,3,1,1,2,2,3,1,3,3,3,2,1
74,1,2,2,3,2,2,1,2,1,1,2,2,1,3,1,0,2,2,1,2,2,3,1,3,3,2,3,1,2,2,2
75,0,1,2,2,1,2,3,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,2,0,2,3,2,2,2
76,2,3,2,2,2,2,2,3,1,2,3,2,2,3,2,2,2,2,1,1,3,2,2,2,2,1,2,2,2,1,1
77,3,2,1,2,2,2,1,2,3,1,2,3,3,3,3,2,1,2,2,2,2,2,2,1,1,2,2,3,2,1,3
78,2,2,2,3,3,3,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,2,3,1,1,2,3,3,2,2,3
79,1,2,2,2,3,2,1,0,2,2,3,2,2,1,2,2,2,1,2,2,3,2,1,1,1,3,2,2,2,1,2
