,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,3,3,3,2,2,2,2,2,2,3,3,3,1,1,1,3,2,2,1,0,3,2,1,2,3,3,3,1,3,3,3
1,0,0,0,0,0,3,2,1,2,2,3,2,2,3,2,3,2,2,2,2,1,2,2,3,3,3,0,2,1,1,1
2,1,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,2,3,2,0,2,0,2,2,2,3,3
3,3,2,0,2,2,2,2,1,2,2,1,1,2,1,1,0,2,2,1,2,2,2,2,2,2,3,1,1,1,2,0
4,3,2,2,0,3,3,3,1,3,2,2,3,2,3,1,2,1,2,3,3,0,2,3,3,3,2,0,1,2,3,2
5,3,2,3,1,1,3,3,1,2,3,1,2,3,2,2,1,3,3,3,3,2,2,2,1,1,3,3,1,3,2,1
6,2,2,1,1,2,3,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,0,3,2,1,3,2,2,2
7,2,3,3,2,1,1,2,2,2,2,1,2,1,2,3,2,2,2,0,3,3,3,1,2,2,3,2,1,2,3,0
8,2,1,3,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,1,2,1,1,0,2,1,3,3,2,3,3
9,2,3,3,3,2,3,2,2,2,3,1,2,2,2,2,3,0,1,2,2,2,2,1,2,1,3,2,1,3,1,1
10,2,0,2,1,3,2,1,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,0,2,1,2,2,2,2,2,2
11,1,1,2,0,2,2,1,2,2,2,0,1,2,2,1,2,2,1,2,1,2,1,2,2,0,2,1,1,1,2,2
12,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,3,2,1,0,0,1,3,0,1,1,2,2,1,2,2,2
13,2,2,2,1,2,1,2,0,0,2,1,2,2,2,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,0,2
14,3,2,2,2,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,2,1,2,3,1,2
15,2,3,3,2,2,2,2,1,2,3,1,2,1,1,1,2,2,2,3,3,2,2,2,1,1,2,0,2,1,1,3
16,0,0,3,3,0,2,2,2,2,2,2,2,2,2,1,3,3,1,2,0,1,3,2,2,2,2,2,2,1,3,2
17,1,2,2,2,1,1,0,1,1,1,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,2
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,1,1,1,2,2,2,1,2,3,3,2,2,3,2,2,2,3,2,3,1,1,3,2,2,1,2,1,3,2,3
20,3,3,2,2,1,2,3,1,2,2,1,2,2,0,1,1,1,2,2,2,2,1,2,2,2,3,2,2,3,0,2
21,2,0,2,0,3,0,3,2,3,1,2,0,2,3,2,1,1,2,0,2,2,2,2,2,2,1,2,2,3,2,2
22,1,2,3,2,1,1,0,0,0,1,2,2,2,2,2,2,2,3,2,2,1,1,2,3,2,2,2,2,3,1,3
23,1,1,2,2,2,2,2,1,3,2,0,3,3,2,1,2,2,2,2,3,3,2,3,2,2,3,1,1,2,2,2
24,1,1,1,2,1,2,3,2,3,2,2,1,2,3,2,2,2,0,1,2,1,2,1,2,2,1,2,1,1,1,1
25,1,2,1,2,1,0,1,1,2,1,2,2,2,1,3,1,2,3,2,3,2,2,1,2,3,2,2,2,0,3,3
26,3,3,3,3,1,2,2,1,3,3,3,1,2,3,3,2,2,3,2,3,2,2,1,2,2,1,2,1,1,0,2
27,0,0,0,0,0,1,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2
28,2,2,1,3,2,3,2,2,1,1,1,2,1,1,2,2,3,0,2,1,2,2,1,3,3,3,3,1,2,2,3
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,3,2
30,2,2,1,1,2,2,1,1,2,0,1,1,2,1,1,2,1,1,2,2,2,2,3,2,1,2,2,1,3,3,3
31,0,0,0,0,0,0,1,2,3,2,2,2,2,3,3,2,3,3,1,2,2,0,2,3,2,1,2,1,2,3,2
32,3,1,3,1,2,3,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,1,1,2,1,2,2,2
33,0,0,0,0,0,0,2,3,3,3,3,3,2,1,3,3,1,2,2,1,2,1,1,3,3,2,2,1,2,3,3
34,2,2,3,2,3,3,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,2,2,2,2,0,2,1,2,2,2
35,0,2,2,3,2,1,2,2,2,2,0,1,2,3,2,1,1,1,2,2,2,2,2,3,2,3,2,1,1,3,1
36,2,1,2,2,2,2,1,2,1,2,2,3,3,1,2,3,2,2,3,1,3,2,2,1,1,2,2,1,3,3,2
37,0,0,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,1,2,2,2,2,2,3,2,1,3,1,3,2
38,3,2,1,3,2,2,2,2,3,1,2,0,2,2,3,3,1,2,2,1,2,1,2,3,0,3,1,0,2,2,2
39,2,2,2,3,3,2,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2
40,0,0,1,2,0,0,0,0,0,0,0,0,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,1,2,2,2
41,2,3,3,3,2,0,1,2,2,2,3,2,1,2,1,2,2,3,2,2,2,2,0,2,1,2,1,3,1,2,2
42,1,2,1,1,3,3,1,3,2,1,2,1,3,2,1,2,2,2,2,3,2,2,1,3,3,3,2,2,1,1,1
43,3,2,2,3,2,1,1,2,2,2,0,2,1,3,0,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,2
44,2,2,1,2,3,1,3,1,3,2,2,3,1,2,2,2,2,0,1,1,0,2,3,1,2,3,1,2,2,0,2
45,2,2,3,3,3,2,3,2,3,2,2,2,2,1,1,3,2,2,1,2,2,2,2,3,0,2,2,2,1,1,2
46,0,2,3,2,2,2,2,3,3,2,1,1,1,1,1,2,2,3,2,2,1,3,2,2,3,1,2,1,2,1,2
47,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2
48,2,0,2,1,2,2,1,1,1,2,1,1,2,1,2,2,3,2,2,1,2,1,2,2,3,2,1,2,2,2,3
49,2,1,3,3,3,3,2,2,2,2,3,3,1,2,2,2,2,3,3,2,2,1,1,3,2,3,3,2,1,2,3
50,0,1,1,1,3,3,3,2,2,0,0,0,1,1,2,2,2,2,2,1,1,2,3,2,3,1,2,2,2,1,1
51,3,2,2,2,2,3,2,1,3,2,3,2,2,2,2,0,3,3,2,2,0,2,2,2,3,2,2,1,3,2,2
52,3,2,2,2,2,1,2,2,2,2,1,0,2,2,3,2,3,2,0,2,2,2,2,2,1,0,0,0,0,0,0
53,3,3,2,2,2,2,1,1,2,1,2,3,2,2,3,3,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2
54,2,2,2,1,2,1,2,3,1,3,1,3,3,2,1,2,2,2,1,2,3,1,2,3,3,2,3,0,3,2,1
55,2,1,2,2,2,1,2,2,1,2,2,2,3,1,2,1,3,3,0,1,1,2,1,1,1,1,2,2,1,1,2
56,2,2,1,2,2,3,3,3,3,1,2,3,3,3,2,3,2,2,1,1,1,2,1,0,1,2,2,2,2,3,3
57,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,0,1,2,1,2,1,1,0,2,1
58,2,2,3,2,1,2,2,2,0,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,2,2,2,3,1,1,2,2,2,1,3,2,3,2,3,3,3,2,1,2,3,2,0,3,3,3,3,2,2,2
60,0,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,2,2,2,1,2,2,2,2,0,0,2,1,2,3,1
61,1,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,3,2,3,1,2,2,3,1,0,2,2,2,1,3,3
62,3,3,3,2,2,3,1,3,3,3,3,3,1,2,1,2,2,1,3,2,2,2,2,1,2,2,3,1,3,1,1
63,1,2,3,2,2,2,2,2,2,3,1,1,1,3,2,2,2,1,2,2,2,2,1,0,3,3,2,3,2,3,2
64,0,0,0,0,0,0,0,0,1,2,3,1,3,3,2,3,3,1,2,3,3,3,1,2,0,2,2,2,2,2,3
65,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,1,2,3,2,3,3,3,3,2,2,3
66,3,3,3,3,1,2,0,2,1,2,2,2,0,2,1,2,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2
67,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,0,2,2,1,2,1
68,2,2,2,2,1,2,2,1,3,1,3,2,2,1,1,1,1,3,3,0,1,3,3,1,2,2,1,2,0,1,1
69,2,2,1,2,3,3,2,2,0,2,0,2,2,2,1,1,1,1,2,2,3,1,1,2,2,2,1,1,1,2,2
70,3,3,3,3,3,1,2,2,2,2,2,2,3,1,0,2,1,0,2,2,2,1,1,2,2,3,3,3,1,1,2
71,2,0,2,2,2,3,0,2,2,3,3,3,2,0,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,0
72,2,1,1,2,1,3,2,2,2,2,0,3,2,1,2,2,2,2,3,2,3,1,3,2,1,2,2,2,1,1,2
73,3,2,2,2,2,2,3,3,2,2,2,3,2,1,2,2,1,1,2,2,2,1,2,2,3,0,2,2,3,1,0
74,2,2,3,2,2,2,2,2,3,2,2,3,2,2,1,2,1,0,0,0,0,0,2,1,3,2,2,2,2,3,2
75,0,0,0,0,2,2,2,2,3,2,2,1,2,2,2,2,0,0,2,2,2,3,1,1,2,2,2,3,1,1,2
76,1,2,3,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,3,2,1,3,0,2,0,2,1,2,2
77,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,1,1,2,3,2,2,3,2,2,0,2,2,2,2,2,3
78,2,1,1,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,1,2,1,2,3,1,2,3,2,1,2,2,2
79,0,2,2,3,3,2,3,3,2,2,2,1,1,1,2,3,2,2,1,2,2,3,0,2,2,2,2,2,2,3,1
80,0,2,2,3,2,2,1,3,3,2,1,2,2,3,1,3,2,2,3,2,2,3,2,2,2,1,2,2,1,3,2
81,3,2,3,2,2,1,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,1,3,2,2,2,2,3,3,2
82,0,0,0,2,1,2,2,2,2,3,1,2,2,3,2,1,1,3,2,2,2,2,2,3,1,2,1,2,2,2,2
83,2,2,2,0,3,2,2,1,2,1,2,3,2,2,3,2,2,2,3,2,2,1,1,2,3,1,1,2,3,1,2
84,1,2,2,1,2,2,2,2,2,3,2,1,3,1,2,2,2,2,2,1,1,1,1,3,3,2,1,1,0,1,3
85,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,1,3,3,1,2,2,2
86,2,1,3,3,2,2,3,3,2,2,2,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,3,2,3,2
87,2,2,1,1,2,2,1,3,2,3,3,2,2,0,1,3,2,1,1,2,3,2,3,3,1,1,3,2,3,2,3
88,3,3,2,2,0,2,2,3,2,2,2,3,1,1,2,0,2,3,2,2,2,3,2,3,1,0,3,2,2,2,2
89,2,3,2,2,2,2,2,1,2,1,1,2,3,2,1,3,3,3,1,1,2,1,2,3,2,2,2,1,3,2,0
90,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,3,2,2,0,2,2,1,2,2,2,2
91,2,3,2,2,3,2,2,1,3,2,2,2,3,2,2,3,0,3,2,2,2,1,1,2,3,2,3,3,2,3,3
92,3,2,3,2,1,1,1,2,2,2,3,1,3,2,1,2,2,2,2,1,2,2,3,2,2,1,1,1,0,2,0
93,2,2,2,2,3,3,2,3,2,1,3,2,2,3,3,3,3,1,2,2,2,3,2,3,3,2,1,2,3,3,3
94,0,0,0,0,0,2,2,1,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,1,2,2,1
95,2,1,2,3,3,2,2,2,1,1,2,2,2,0,2,3,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1
96,2,2,2,1,3,3,2,2,3,3,1,3,2,1,3,2,2,1,1,2,3,2,2,2,2,1,0,3,2,2,2
97,2,1,2,3,2,3,1,2,3,2,3,3,2,2,2,1,2,2,2,3,2,2,1,3,1,2,0,1,2,2,1
98,1,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,1,2,3,3,3,2,3,3,2,3,2,2
99,2,2,2,2,3,3,1,2,2,1,3,3,2,3,2,1,1,2,1,0,0,0,0,0,2,1,3,2,3,3,3
100,1,2,2,1,3,3,3,1,1,1,2,1,3,1,2,2,0,2,0,2,2,2,3,2,2,2,1,2,2,2,1
101,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,3,3,1,2,2,2,2,2,2,2,1,1,2,2,1,2
102,2,2,2,2,1,3,1,3,1,2,2,2,2,1,1,3,2,1,2,2,1,3,2,0,0,1,2,2,0,3,3
103,3,3,2,2,1,3,0,0,1,2,2,2,2,3,3,1,2,1,2,1,2,3,0,2,2,0,2,2,1,1,1
104,2,3,2,2,3,2,0,1,2,3,3,3,2,2,2,1,2,1,3,2,1,2,1,0,3,3,2,2,2,1,1
105,2,2,2,3,1,0,1,1,1,1,3,2,3,3,3,2,3,1,2,3,3,1,3,2,3,3,0,1,3,1,3
106,2,2,3,0,3,3,2,2,1,2,2,1,3,2,2,2,2,2,3,2,2,1,2,1,3,2,3,2,2,3,2
107,0,0,1,1,2,3,2,3,2,2,3,3,2,1,2,1,1,1,2,2,3,2,2,2,1,2,2,2,1,1,3
108,2,3,2,3,1,1,2,3,3,2,0,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
109,3,2,2,3,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,1,3,1,2,2,1,2,3,2
110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,3
111,1,2,1,1,0,2,1,1,1,2,3,2,2,2,3,3,2,2,2,1,1,3,3,3,2,3,0,0,0,0,0
112,1,3,1,3,3,3,3,2,2,3,0,2,3,1,1,1,2,3,3,2,2,0,1,3,1,2,1,2,3,2,3
113,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,2,2,1,2,3,1,1,2,3,2
114,2,0,0,1,3,2,2,2,1,2,2,1,3,3,3,3,2,3,2,1,1,2,1,3,2,1,0,2,3,0,2
115,2,2,2,3,1,2,2,3,2,2,3,2,3,2,2,2,2,2,2,1,0,3,0,1,2,2,1,3,2,1,1
116,3,2,2,3,2,2,2,1,1,2,2,3,2,0,1,2,3,3,1,2,1,3,2,2,1,0,1,1,1,2,2
117,2,2,2,1,2,2,2,2,3,2,3,2,2,1,2,1,0,2,3,3,2,3,0,0,1,2,0,2,1,1,2
118,0,0,0,0,0,0,2,2,3,3,3,2,2,3,2,2,2,1,2,2,2,2,3,3,2,2,3,2,2,1,2
119,2,3,2,3,2,2,1,2,2,0,2,1,2,0,1,1,1,1,1,2,1,1,2,2,2,2,1,2,0,2,0
120,3,1,3,3,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,0,3,3,3,1,1,2,2,1,2,1
121,0,0,0,0,0,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3
122,1,3,2,2,2,2,2,2,3,2,3,3,1,2,2,2,2,1,3,2,2,1,1,2,2,2,1,3,2,2,0
123,0,0,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,1,2,2,2,2,1,2,3,2
124,3,2,2,1,2,2,3,2,1,1,2,2,2,3,2,2,3,3,3,3,2,2,1,2,2,1,2,1,3,2,1
125,2,2,2,2,2,3,1,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,1,1,1,1,3,1,2,0,0
126,1,2,1,2,1,0,3,2,2,2,2,2,2,3,1,1,3,2,1,0,2,1,2,2,3,2,3,1,1,2,3
127,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,0
128,1,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,1,3,3,2,3,2,1,3,2,2,3,2,1,1,1
129,2,2,1,2,0,2,2,2,1,3,2,0,2,2,2,3,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1
130,3,1,1,1,0,2,2,2,3,2,3,1,0,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3,2,0,2
131,2,1,2,3,3,3,3,2,2,2,3,1,2,2,2,2,3,2,2,2,2,3,1,2,1,2,2,1,2,2,0
132,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,0,0,2,2,2,2,1,2,2,2,2,2,1
133,1,2,2,1,2,3,3,2,2,2,2,3,3,2,1,1,2,3,2,3,2,2,2,2,2,1,3,2,3,2,2
134,2,2,3,2,2,2,1,0,0,0,2,2,1,2,2,2,1,3,3,3,1,3,2,3,3,3,2,2,3,3,2
135,2,2,2,1,1,1,1,3,2,2,2,2,1,2,2,2,2,2,0,2,1,3,1,1,2,3,2,1,1,1,2
136,0,0,0,0,0,0,0,1,3,2,2,2,1,2,2,3,2,3,2,2,2,3,2,2,2,3,2,2,1,2,2
137,2,2,3,3,2,3,3,2,1,2,3,1,2,1,3,2,2,0,1,3,2,2,3,1,1,1,2,1,2,2,2
138,1,1,2,3,2,1,2,0,2,1,3,2,2,2,2,2,3,3,0,1,1,2,2,1,3,2,2,2,1,2,2
139,1,1,3,2,2,3,2,1,2,2,2,1,1,2,3,1,3,2,3,3,3,1,2,2,1,2,2,2,3,2,2
140,0,0,0,0,0,0,0,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
141,2,2,2,3,2,2,1,2,2,2,3,2,2,1,3,2,2,3,1,2,2,1,2,3,3,2,3,1,3,3,3
142,2,3,2,2,2,3,3,0,2,1,1,1,0,1,1,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,2,3,2,3,3,2,2,2,2,2,1,2,2,2,3,2,1,2,2,3,2,2,3,2
144,1,2,1,3,2,3,3,3,3,2,1,3,0,2,1,2,2,1,1,1,2,2,1,3,2,1,1,1,2,1,2
145,0,0,0,0,0,3,2,2,2,3,2,3,2,2,2,1,3,2,3,3,1,2,1,1,1,3,2,3,1,2,2
146,2,3,3,1,2,2,2,3,1,2,2,2,3,2,1,2,0,1,0,3,2,2,2,2,3,0,2,2,1,1,2
147,3,1,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,3,2,2,3,1,1,2
148,2,3,2,1,2,2,1,2,2,2,1,1,2,2,0,1,2,1,2,2,2,3,2,2,2,1,2,2,2,3,2
149,1,1,0,2,2,1,2,2,2,2,2,2,1,2,2,3,1,1,0,2,2,2,2,2,2,1,2,2,1,2,2
150,3,1,2,1,2,1,3,2,1,1,2,2,3,1,3,2,2,3,2,1,1,1,2,1,2,2,1,1,1,1,1
151,2,2,3,2,3,2,3,2,2,2,2,2,1,2,1,2,1,3,2,3,2,3,3,2,1,3,2,3,2,2,1
152,1,2,2,1,1,2,3,3,2,3,0,1,1,3,1,2,2,2,3,1,2,3,1,1,2,2,1,2,2,1,3
153,1,2,3,2,1,3,3,2,1,2,2,2,1,1,1,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,1
154,2,2,2,1,2,2,2,2,2,3,3,3,2,3,2,2,1,2,2,2,2,3,3,2,3,2,2,2,2,2,3
155,2,2,2,2,2,1,2,0,2,2,3,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2
156,3,3,2,3,2,2,1,1,2,0,0,1,2,2,3,3,3,3,0,1,1,1,1,2,1,2,2,2,0,1,2
157,3,2,2,1,3,2,2,1,1,2,3,1,2,1,1,2,2,3,3,1,2,2,2,3,3,3,2,2,3,3,2
158,0,0,2,2,3,2,1,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
159,2,2,2,2,1,1,2,3,1,0,0,0,2,3,2,2,1,2,2,2,1,3,3,1,3,2,1,2,2,1,2
160,2,2,2,1,2,2,3,3,1,0,2,2,1,2,1,0,2,0,2,2,0,0,3,1,2,3,1,1,2,2,2
161,3,3,3,2,1,2,2,2,2,1,3,2,1,1,2,1,3,2,1,1,2,2,2,2,1,2,1,1,2,3,2
162,2,3,3,2,1,3,2,3,2,3,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,1,2,2,2
163,3,2,2,1,2,2,2,2,0,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2
164,2,2,1,2,2,1,2,3,2,1,2,1,2,1,2,3,2,2,3,3,1,2,3,2,2,1,2,1,2,2,1
165,2,2,3,2,1,2,2,1,2,3,2,1,2,3,1,2,3,2,2,1,2,0,2,2,3,1,2,2,3,3,3
166,3,2,0,2,3,1,2,3,1,2,3,3,1,1,2,2,2,2,2,3,1,2,2,1,2,3,1,2,3,1,2
167,2,3,2,2,2,2,2,1,1,2,3,2,3,1,3,3,2,2,1,3,3,1,2,2,3,1,0,2,1,1,1
168,2,1,1,1,0,2,2,3,1,2,3,1,2,2,1,3,3,2,3,2,1,1,3,0,1,2,1,1,2,2,3
169,2,2,2,2,2,2,2,3,3,2,2,3,0,2,1,1,2,3,2,2,1,2,1,1,1,2,2,1,0,0,2
170,3,3,2,3,3,2,3,3,3,1,1,2,2,0,2,1,2,2,2,1,0,1,3,2,2,2,3,3,1,1,3
171,2,2,3,2,2,1,2,2,1,2,2,1,3,1,1,2,0,1,2,1,3,2,2,3,0,3,2,1,2,1,3
172,2,3,2,2,2,3,1,2,3,1,2,2,2,3,2,3,2,2,1,2,2,3,3,2,2,2,3,0,2,3,2
173,3,3,2,3,2,2,3,3,3,2,2,2,2,0,2,1,2,1,1,2,2,1,0,0,0,0,0,2,0,2,2
174,3,2,3,3,2,3,3,2,2,3,1,2,2,3,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,3
175,0,0,2,1,2,1,1,2,3,3,2,3,3,1,2,1,2,3,2,2,2,3,1,1,3,2,2,2,2,2,2
176,3,2,2,2,2,2,1,2,2,2,3,2,3,1,1,1,3,1,2,3,3,2,2,2,2,3,1,1,2,1,2
177,2,1,3,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,0,2,1,2,2,0,0,0,0,0,0,0
178,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,3,2,2,2,1,1,2,2,2,1,1,2,2,2,1
179,2,1,2,3,3,2,0,2,2,0,1,3,3,2,3,1,1,2,3,3,1,3,1,2,2,2,1,2,1,1,2
180,1,2,1,3,1,3,2,2,1,1,2,2,0,1,2,2,2,1,2,2,2,2,2,1,3,2,1,2,2,2,2
181,1,3,2,2,2,1,2,1,2,1,2,3,2,1,3,2,2,2,0,2,2,1,2,2,1,2,1,1,1,3,3
182,3,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,1,2,2,1
183,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,2,1,2,2,3,3,2,2,2,2,3,2,1,2
184,2,1,2,2,2,1,2,3,2,1,2,2,2,1,1,1,2,2,1,2,2,3,2,2,2,1,3,2,2,1,1
