# Base values and treatment multipliers for the network
# Format: payoff_a payoff_b treatment_multiplier

1.823239	4.538574	0.697306
4.158035	3.240836	0.272296
3.289286	3.096808	0.978130
2.779707	2.238085	1.424588
4.761745	3.891413	2.447019
3.798347	3.924354	2.097808
1.722710	4.940600	1.651757
4.351469	1.119302	0.679786
4.530007	2.562790	0.673887
1.880815	1.406744	1.651238
5.315956	2.707990	2.178580
2.192870	3.650859	1.711726
2.272519	1.795928	0.833420
2.528952	3.559671	0.908758
0.625812	2.244520	1.175601
1.249165	1.221981	0.850028
2.867699	1.831233	1.310515
4.817969	0.671404	2.962445
2.312471	2.260888	1.409140
0.904239	2.505087	1.305295
1.400377	2.722716	0.608628
4.805968	2.767553	2.020450
3.073272	4.237482	0.738717
2.610560	2.008767	1.055635
3.585679	1.912626	3.685615
1.763660	3.284211	0.993095
2.926903	1.001996	2.178373
1.573676	1.408015	1.401547
3.885805	4.291811	1.058199
4.386206	1.798808	1.773059
2.081022	1.328578	1.862912
1.192221	4.015260	1.749534
4.228523	2.142278	0.669334
3.770103	3.220524	1.992278
1.133683	1.741576	1.549074
4.393635	1.850740	0.922163
2.038166	2.731775	1.203812
0.405221	2.582723	0.554728
3.657112	3.217021	1.226188
2.315424	2.448167	0.270719
2.071001	2.399789	0.575509
2.173418	1.666195	1.026622
1.999321	3.688093	1.775519
3.788544	2.527134	2.486172
4.776492	1.889166	0.278366
3.870654	2.687964	1.052486
2.812881	3.805363	0.235830
2.960594	1.443302	1.520794
1.659047	0.472459	1.133547
3.307476	3.699288	1.964241
4.382016	3.497915	2.124797
3.360747	2.902144	0.704155
4.411914	3.589593	1.641693
2.839619	2.374522	1.122870
2.179774	3.251864	0.675475
2.939454	3.389066	1.665864
6.635241	4.081755	1.296051
3.461849	3.417159	0.796904
1.623131	1.958902	0.945290
1.674615	3.665678	0.598022
2.211591	2.965209	2.309602
4.340731	1.659579	1.525991
1.898076	3.387459	0.475728
3.248085	2.763059	1.633240
1.367345	2.316088	2.826047
4.457387	2.464377	1.586735
1.252989	3.458136	1.254961
3.215690	2.712618	1.596931
1.405765	1.588064	3.636348
0.948949	3.517838	1.099565
3.761856	3.558321	1.735058
4.784893	2.469716	0.818905
2.283964	3.753449	0.744646
2.387552	3.598453	1.492056
1.760379	1.326331	0.561680
0.610659	2.980513	1.779725
1.874089	1.596551	0.228163
1.959035	5.343038	1.314602
1.418017	3.872630	1.155262
3.103203	4.609719	0.452851
2.959979	1.127587	2.350773
4.749563	2.250178	2.130719
3.674463	3.979163	1.775903
5.229639	5.842178	1.258204
4.130277	3.942855	1.648322
2.194670	3.040711	1.337997
2.922503	2.979240	3.472562
2.774805	0.632784	1.317954
2.324754	3.276379	3.405791
0.199650	2.404156	2.673328
3.408470	5.472355	0.253060
1.779311	4.637287	1.627673
3.968928	0.422531	1.052670
2.515792	3.271715	2.862962
3.918795	4.012394	0.784139
5.425035	2.063062	0.695929
0.801951	2.222594	1.563112
5.687093	4.111103	0.993149
4.722461	1.056671	1.325218
5.299636	3.254866	1.983100
2.114683	3.931113	1.871560
2.539965	2.960308	1.138204
4.312770	3.480109	2.896289
3.481536	4.277336	2.004046
3.363783	5.260509	0.969109
1.399372	1.817929	1.479749
1.473490	3.456861	1.141264
2.280190	4.788150	1.291574
2.060879	2.899286	1.476117
3.040088	1.484256	1.972213
1.110149	4.007352	1.221765
2.335034	3.598139	1.675987
1.054342	3.086270	0.989908
2.439979	0.075036	1.449440
5.229004	1.742558	1.593610
4.289077	2.168603	0.858719
2.686503	1.509705	0.968295
4.291401	2.954162	0.565340
3.800136	2.751181	0.811528
3.301598	0.981584	0.853743
1.953551	3.204598	0.951609
2.787201	5.188725	1.510676
0.845541	2.729455	2.183821
2.023763	3.090604	1.494608
2.502716	2.770579	1.451514
1.266892	1.417467	1.812113
2.135088	1.295259	0.806645
3.201934	2.246631	2.038211
-0.050035	4.433613	2.387771
2.477258	0.075132	1.735225
3.441273	2.755933	1.530445
1.515128	3.371164	1.432596
1.603631	3.231639	1.414000
2.615675	1.594421	2.253687
2.622913	1.053488	0.626609
2.549209	3.788705	0.282846
3.670611	4.306282	2.130848
4.128664	2.045286	0.675307
1.512901	3.978428	1.527981
2.899984	2.506262	1.498873
4.405614	4.521098	2.314540
3.221681	3.246124	1.262219
1.969489	3.669355	1.162229
2.808643	2.583430	0.999922
1.949582	2.511765	0.943193
2.688362	1.249192	1.262289
5.571755	3.534673	0.913344
2.232512	2.514421	2.275526
2.376822	3.175874	2.100515
2.309894	4.198902	1.343168
0.975892	2.574812	1.230805
3.492766	3.389132	1.480689
1.720459	4.176675	0.990560
1.767744	2.627861	0.805134
3.443719	4.119700	0.957707
2.688237	1.738621	2.256990
2.224579	3.115759	2.355322
3.855421	0.717631	1.590781
2.138998	3.628603	2.411055
5.790657	2.430286	0.666030
6.065137	1.766629	0.654075
1.371771	3.290230	2.023447
4.064175	4.533635	1.507704
1.536555	3.887107	0.984515
4.535745	2.800978	2.480141
4.230992	2.513945	1.733456
2.562323	3.283429	0.632945
3.555810	3.319978	0.637139
3.660178	4.925550	2.266839
1.881929	2.802409	1.470861
3.704536	5.313034	1.810445
3.339555	2.056516	1.146309
2.857989	3.460193	0.621341
1.587431	1.705944	0.704082
2.055017	3.791560	4.275440
1.133864	1.806921	1.164984
2.941026	4.308623	1.370833
2.959232	4.139546	0.940736
3.404922	4.097258	0.941016
4.274063	0.660439	0.979548
2.747864	4.914023	1.279877
