# Base values and treatment multipliers for the network
# Format: payoff_a payoff_b treatment_multiplier

2.724400	2.570507	0.428644
3.031057	2.215104	0.604440
1.497914	4.272772	1.280827
3.811882	1.865657	1.287398
4.118850	2.655472	0.910876
2.484783	2.898417	0.528863
4.093264	2.771421	2.152723
3.721147	1.480438	2.791815
0.711438	3.642160	0.524814
1.854554	2.941160	1.840048
4.199270	4.129010	1.961695
3.662742	2.526243	2.830468
2.064101	2.955172	0.879265
1.639699	3.034651	0.577062
2.582778	4.969832	1.994318
2.548039	0.690614	1.661412
5.580862	3.456834	1.070189
4.930584	1.611216	0.978273
2.395991	3.809281	2.024338
2.936391	3.368325	1.536871
0.220428	0.945073	1.291393
3.917520	5.034395	1.402380
2.522684	4.668513	0.637098
1.376772	1.705574	0.734903
1.297720	1.980097	1.509841
3.122696	1.637648	1.556060
6.495640	2.960071	2.246576
3.832980	2.989941	1.208360
3.975697	1.958400	1.645940
4.231627	3.169127	2.017393
3.609266	1.272523	1.222197
2.580583	3.174286	2.120228
1.780764	3.375743	0.569476
4.333568	2.164617	1.513833
3.698040	1.647092	0.922274
4.509445	3.284600	1.440617
4.125117	3.172061	1.421330
2.790613	3.951520	2.354079
2.263553	1.058599	2.067301
2.847399	2.093396	1.485577
1.298338	3.763552	0.545577
2.332981	4.233245	0.084895
1.772165	2.922006	0.813574
3.550296	3.335811	2.391589
0.922672	3.971176	1.100453
4.269362	2.425707	1.302051
3.297863	1.980736	1.780526
2.263217	3.589836	1.040937
2.619232	4.547124	1.884466
2.825302	5.662488	1.107395
0.835087	2.739368	0.896608
1.447013	1.483751	1.056200
1.392816	3.201271	0.655510
2.888931	3.512947	1.728293
1.276939	2.610930	1.151291
1.579276	4.123058	1.221351
1.529732	3.292255	0.994418
2.960306	2.261246	1.661874
3.403266	4.915296	1.652132
3.366625	4.081933	3.257866
0.326579	2.485138	1.138801
2.843391	1.736442	1.645503
2.607649	4.271929	0.454926
0.520439	1.573113	1.406245
2.843295	2.960420	1.693469
3.451888	3.133067	1.335481
2.861512	4.084177	2.063495
1.985542	1.891414	0.842509
2.231493	3.887263	1.209977
1.915899	2.106243	1.353897
3.077472	2.657751	0.540255
2.436129	0.758931	1.923357
2.636141	1.835995	0.320234
3.721391	2.629535	0.869592
1.403768	2.926148	0.541825
4.037770	4.508375	0.784955
2.881909	1.173905	0.612227
4.423760	2.254047	0.860425
3.333784	2.174637	0.606723
3.561259	4.568249	1.768005
