# Base values and treatment multipliers for the network
# Format: payoff_a payoff_b treatment_multiplier

-0.901305	3.304226	1.094999
4.105379	4.450786	0.816355
3.354168	4.281133	0.910391
3.351217	2.292693	1.803492
2.748293	3.363237	0.672068
1.883480	2.856143	0.845292
1.747705	2.490312	1.191592
2.634801	2.808295	1.350231
2.410996	0.748841	2.768178
1.530703	2.649067	1.521276
4.478844	3.759884	0.854462
1.564959	4.937793	0.936736
2.398393	1.638442	1.112540
2.553194	4.182105	0.390732
1.392909	1.756636	1.677376
4.626950	4.026855	1.363904
1.928341	2.393787	0.341850
2.954075	2.767856	0.688187
3.749830	3.118716	0.563308
3.370079	3.099979	0.874361
2.598918	4.071547	0.619829
3.645313	1.247657	0.959894
2.380721	6.551581	0.390902
2.793989	3.544882	1.288725
5.616782	1.391857	1.143151
2.026723	1.113737	1.351711
2.504459	4.154160	0.543375
3.347799	4.888531	0.196765
2.463509	1.616855	0.962411
1.519062	2.502321	0.358233
2.607691	5.819969	1.105517
2.560754	4.648866	1.962969
2.514542	1.606129	0.348286
2.438769	1.770916	1.398563
2.505528	3.486659	1.634062
1.915603	3.948738	1.745241
5.308710	2.683977	0.676421
3.649955	0.557765	0.865528
0.045938	3.999347	0.189650
1.978084	5.644388	0.623758
3.230004	1.799663	1.416236
6.293504	3.155786	1.586429
4.343653	2.296165	1.100568
2.764452	1.949293	1.892271
0.654121	3.242437	1.180411
2.992465	1.504200	1.314868
1.011865	3.863132	1.344189
2.710555	2.419841	2.013026
2.657741	3.266081	1.413174
-0.115148	3.130971	2.487336
2.865214	1.828248	0.532142
0.465681	3.088559	0.045291
1.226182	4.073391	1.635697
4.518067	4.214530	0.382333
2.298586	2.737170	1.946541
0.694060	3.188558	0.627498
1.941322	2.236591	1.558631
3.070972	3.157571	0.788088
3.186188	2.961267	0.777129
3.002621	2.507952	0.610700
2.996400	2.906741	1.633815
4.178038	0.070008	2.421480
3.025617	4.027753	0.863641
1.133241	5.189958	0.846251
2.422346	2.375309	1.846916
2.771298	3.387504	1.407716
2.532217	3.120816	1.741660
4.209190	4.162615	1.566420
2.736576	1.142867	0.440609
1.381455	4.301601	0.827474
2.334134	2.281659	0.921140
3.123961	3.379151	1.208390
2.400051	3.243552	0.677897
1.131985	0.921082	2.541590
3.902583	1.652633	0.449950
0.924453	2.608602	1.078150
2.370399	2.425950	2.186764
2.171560	1.294350	1.171443
3.113771	1.164451	1.782574
2.422507	3.280700	1.363062
3.048899	3.927378	0.443262
1.311698	3.007828	0.734175
1.696022	1.334845	1.087558
2.835574	1.743340	1.637440
2.548728	2.866670	2.122954
1.264135	1.297309	1.774989
2.064932	1.708555	0.441316
3.388776	4.613936	2.286004
3.183029	3.418885	0.995864
2.707406	1.742559	0.626141
3.227561	4.645008	1.929252
2.060571	2.463669	1.176557
1.592157	2.602515	0.762352
1.142451	2.210743	0.782202
2.832691	4.068230	0.740522
2.650689	0.084544	0.899807
2.448008	3.735783	1.445873
2.391233	4.362493	0.990747
2.300311	3.476593	0.467834
1.397290	3.086223	1.277103
3.186772	2.572438	0.878202
0.970540	2.459012	0.744136
1.401840	4.462406	1.426698
1.911116	3.862090	0.612855
0.836198	2.006061	1.016407
1.636173	3.330760	0.342806
0.323633	2.670371	2.279189
2.035559	2.861563	1.165417
2.450408	1.854593	1.394295
0.155376	2.075205	1.960799
1.133213	1.549859	1.702867
1.665183	3.317646	1.150935
1.243881	0.774010	1.285902
1.820510	2.665912	1.427568
2.260237	2.208508	1.989787
2.155319	3.258609	0.409764
1.680779	5.043112	0.727518
2.216942	5.010359	0.538200
2.663536	1.487690	0.197703
0.445041	4.277986	1.560588
1.487561	2.402846	1.095730
1.797271	4.610889	1.744029
2.325325	1.119718	1.930829
2.136185	5.219518	0.512903
1.529948	1.125967	2.695741
3.130188	1.521060	0.804895
0.700018	1.554761	0.657294
2.622219	3.464210	1.161642
2.743932	1.705795	1.922474
3.246854	3.183620	1.123187
2.832616	1.674425	0.597984
1.748920	3.337890	0.884729
2.946127	2.094281	1.574912
4.117530	2.796515	2.633779
3.317189	1.472178	3.583244
3.348014	1.444492	2.234743
2.773227	4.222695	1.226903
2.887908	2.078727	1.024337
0.606056	3.350999	1.207872
1.971422	2.485082	1.682118
1.447876	2.899533	1.306386
2.365358	3.525017	1.698994
0.353447	1.376659	0.596252
2.829924	0.322082	2.563971
1.647162	5.813504	2.438834
2.301500	3.803293	1.038695
0.688261	3.804112	2.442926
1.992728	3.311197	0.292818
2.926806	2.346636	1.363223
3.142412	1.619165	2.144769
2.423854	3.588034	1.305123
1.830560	1.507251	0.502517
1.913795	3.560186	0.543320
5.092532	3.230805	2.258196
3.907831	3.609068	1.181696
2.575894	0.730130	0.959700
1.489981	3.613767	1.695884
3.268222	1.738431	1.150039
2.306911	5.591297	0.201549
2.312283	4.733803	3.165478
3.022017	3.673642	0.801575
1.639572	0.891048	0.925912
3.122408	3.368525	2.402623
3.789275	1.172894	1.523381
2.043237	2.259995	1.586623
1.881249	3.274172	0.597155
3.106229	3.343291	0.327555
2.594461	3.136222	0.542405
2.447750	1.669334	0.821339
2.446846	3.896731	1.663307
2.513173	1.895564	1.887591
